domain,subdomain,source_id,source_doc,source_lang,target_lang,direction,source_text,target_text
medical,dementia-and-support,medical|dementia-and-support|000054,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,information about dementia and support,kena sega ni veirauti na dra e drodro ki na mona. e rawa ni tekivu vakasauri
medical,dementia-and-support,medical|dementia-and-support|000055,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,----------------------- page -----------------------,na kena ivakatakilakila ni oti na stroke (mate na tiki i yago) se tekivu
medical,dementia-and-support,medical|dementia-and-support|000056,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,information and support,vakamalua ni sa tauvimate na sala ni dra.
medical,dementia-and-support,medical|dementia-and-support|000057,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,"if you are concerned that you, or someone you know, may have dementia, talk",na isema ni vuvale kei na dementia
medical,dementia-and-support,medical|dementia-and-support|000058,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,to your doctor or your healthcare provider.,eso na mataqali dementia e rawa ni tiko na kena isema ena kawa. e rauta ni dua
medical,dementia-and-support,medical|dementia-and-support|000059,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,"if you find out you have dementia, help is available. alzheimers nz has many","na ikatolu vei ira na tauvi alzheimers e tiko eso na wekadra voleka (itubutubu,"
medical,dementia-and-support,medical|dementia-and-support|000060,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,resources about dementia. these resources cover many questions that you,tacina tagane se yalewa) era tauvi dementia. na dementia e sega ni tiko ga na
medical,dementia-and-support,medical|dementia-and-support|000061,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,may have.,"kena isema ena kawa, ka ni levu e sega ni tauva e dua ena nona kawa."
medical,dementia-and-support,medical|dementia-and-support|000062,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,the booklet about dementia: a guide for people diagnosed with dementia,information about dementia and support
medical,dementia-and-support,medical|dementia-and-support|000063,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,provides information on:,----------------------- page -----------------------
medical,dementia-and-support,medical|dementia-and-support|000064,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,• what dementia is,taroga na nomu vuniwai kevaka ko kauwaitaka na isema ni vuvale ena
medical,dementia-and-support,medical|dementia-and-support|000065,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,• the early warning signs and diagnosis,dementia. e vuqa na veika e rawa ni qaravi e rawa ni vakavuna na sega ni
medical,dementia-and-support,medical|dementia-and-support|000066,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,• brain health and risk reduction,"nanuma na ka, veilecayaki kei na guiguileca."
medical,dementia-and-support,medical|dementia-and-support|000067,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,• what support is available,itukutuku kei na veitokoni
medical,dementia-and-support,medical|dementia-and-support|000068,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,• future planning,vosa vua na nomu vuniwai se vakailesilesi ni tabana ni bula kevaka ko
medical,dementia-and-support,medical|dementia-and-support|000069,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,this information sheet provides a general summary only and is not a substitute,leqataka de tauvi iko se dua ko kila na dementia.
medical,dementia-and-support,medical|dementia-and-support|000070,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,for informed professional advice. any person with dementia or memory,e sa tu na veivuke kevaka ko kila ni tauvi iko na dementia. e vuqa na veika e ra
medical,dementia-and-support,medical|dementia-and-support|000071,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,loss (including family/whānau and other who provide support) should seek,tu ena alzheimers nz me baleta na dementia. na veika oqori e rawa ni sauma
medical,dementia-and-support,medical|dementia-and-support|000072,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,professional advice about their individual situation. alzheimers new zealand is,e vuqa na taro e tiko vei iko.
medical,dementia-and-support,medical|dementia-and-support|000073,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,"not liable for any error or omission in this publication, as a result of negligence",na ivola na about dementia: a guide for people diagnosed with dementia
medical,dementia-and-support,medical|dementia-and-support|000074,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,or otherwise. this information sheet was produced in .,(me baleta na dementia: idusidusi vei ira esa kilai ni tauvi ira na dementia) era
medical,dementia-and-support,medical|dementia-and-support|000075,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,go to www.alzheimers.org.nz or ring,tu kina na itukutuku me baleta:
medical,dementia-and-support,medical|dementia-and-support|000076,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,for more information and support.,• na cava na dementia
medical,dementia-and-support,medical|dementia-and-support|000077,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,en,fj,en->fj,information about dementia and support,• na ivakatakilakila taumada kei na kena qaravi
medical,dementia-and-support,medical|dementia-and-support|000002,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,na itukutuku me baleta na,information about
medical,dementia-and-support,medical|dementia-and-support|000003,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,mate na dementia kei na,dementia and support
medical,dementia-and-support,medical|dementia-and-support|000004,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,veitokoni e vakarautaki,this information sheet is for anyone who is worried about dementia or
medical,dementia-and-support,medical|dementia-and-support|000005,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,fiji,wants to know more about dementia. help is only a phone call away.
medical,dementia-and-support,medical|dementia-and-support|000006,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,ni sa bula vinaka,go to www.alzheimers.org.nz or ring for more information
medical,dementia-and-support,medical|dementia-and-support|000007,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,na itukutuku oqo e baleti ira era leqataka na mate na dementia se,and support.
medical,dementia-and-support,medical|dementia-and-support|000008,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,gadreva mera kila tale eso na itukutuku me baleta na dementia.,what is dementia?
medical,dementia-and-support,medical|dementia-and-support|000009,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,"e sega ni yawa na veivuke, e rawa ni qiritaki ga na kena naba.",dementia is a term used to describe symptoms (the experience of a physical
medical,dementia-and-support,medical|dementia-and-support|000010,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,raica na www.alzheimers.org.nz se qirita na,or mental problem) caused by changes in how our brains work. alzheimers
medical,dementia-and-support,medical|dementia-and-support|000011,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,me baleta na ikuri ni itukutuku kei na veitokoni.,disease is the most common type of dementia.
medical,dementia-and-support,medical|dementia-and-support|000012,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,na cava na dementia?,"anyone can get dementia. as people get older, the chance of getting dementia"
medical,dementia-and-support,medical|dementia-and-support|000013,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,dementia na vosa e vakayagataki me vakamacalataka na ivakatakilakila (na,increases.
medical,dementia-and-support,medical|dementia-and-support|000014,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,veileqa ni yago kei na vakasama) ena veisau e yaco ena ivakarau ni cakacaka,"the most common symptoms are changes in memory, thinking, behaviour,"
medical,dementia-and-support,medical|dementia-and-support|000015,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,ni mona. na mate na alzheimers e dua na mataqali dementia kilai levu.,"personality, and emotions. these symptoms get worse as brain changes increase."
medical,dementia-and-support,medical|dementia-and-support|000016,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,e rawa ni dua ga e tauvi dementia. ena rawarawa sara ni veitauvi ni sa qase na,"dementia is different for everyone – what is experienced, and how fast the"
medical,dementia-and-support,medical|dementia-and-support|000017,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,tamata.,changes occur.
medical,dementia-and-support,medical|dementia-and-support|000018,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,"na kena ivakaraitaki e dau yaco vakalevu na veiveisau ena ka e nanumi,",early symptoms
medical,dementia-and-support,medical|dementia-and-support|000019,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,"ivakarau ni vakasama, itovo, ivakarau kei na ivakarau ni yalo. e rawa ni ca sara",the early signs and symptoms of dementia can be hard to notice. many
medical,dementia-and-support,medical|dementia-and-support|000020,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,na veisau oqori ena gauna e sa levu kina na veisau ena mona.,illnesses can cause dementia-like symptoms. some of these illnesses are
medical,dementia-and-support,medical|dementia-and-support|000021,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,e duidui na mataqali dementia e veitauvi vei ira na tamata yadua - na veika,treatable. that is why you should see your doctor or health care provider if
medical,dementia-and-support,medical|dementia-and-support|000022,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,"era vakila, kei na ivakarau ni totolo ni veisau.",you are worried.
medical,dementia-and-support,medical|dementia-and-support|000023,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,veika e vakilai taumada,finding out if you have dementia means you can get help earlier. you can get
medical,dementia-and-support,medical|dementia-and-support|000024,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,e dau dredre me kilai na ivakatakilakila taumada ni dementia. e levu na,"support, information, medication, and time to plan."
medical,dementia-and-support,medical|dementia-and-support|000025,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,mate e rawa ni vakavuna eso na ivakatakilakila ni mate e via tautauvata kei,information about dementia and support
medical,dementia-and-support,medical|dementia-and-support|000026,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,na dementia. e levu vei ira na mate oqori era rawa ni qaravi. e bibi gona mo,----------------------- page -----------------------
medical,dementia-and-support,medical|dementia-and-support|000027,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,raica vakatotolo na nomu vuniwai se vakailesilesi ni tabana ni bula kevaka ko,memory lapses versus memory loss
medical,dementia-and-support,medical|dementia-and-support|000028,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,lomaleqataka.,it is important to understand what is dementia and what is not dementia. we
medical,dementia-and-support,medical|dementia-and-support|000029,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,information about dementia and support,all forget things as we get older. this does not mean we are getting dementia.
medical,dementia-and-support,medical|dementia-and-support|000030,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,----------------------- page -----------------------,examples of warning signs of dementia can include:
medical,dementia-and-support,medical|dementia-and-support|000031,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,na nomu kila totolo kevaka e tauvi iko na dementia e kena ibalebale ni o na,• recent memory loss that causes problems in daily life
medical,dementia-and-support,medical|dementia-and-support|000032,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,"rawa ni vukei vakatotolo. e rawa ni soli vei iko na veivuke, na kena itukutuku,",• difficulty performing regular tasks such as cooking a meal or managing bills
medical,dementia-and-support,medical|dementia-and-support|000033,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,wainimate kei na gauna mo vakavakarau kina.,• problems with language
medical,dementia-and-support,medical|dementia-and-support|000034,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,guiguileca kei na sega ni nanumi na ka,• decreased or poor judgment
medical,dementia-and-support,medical|dementia-and-support|000035,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,e sa bibi me kilai na cava na dementia kei na cava e sega ni dementia. eda,• changes in mood and behaviour such as being more easily upset in new
medical,dementia-and-support,medical|dementia-and-support|000036,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,guiguileca taucoko ena gauna eda sa qase kina. e sega ni kena ibalebale nida,situations
medical,dementia-and-support,medical|dementia-and-support|000037,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,sa tauvi dementia.,forms of dementia
medical,dementia-and-support,medical|dementia-and-support|000038,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,e so na ivakatakilakila ni dementia e oka kina na:,two of the most common forms of dementia are:
medical,dementia-and-support,medical|dementia-and-support|000039,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,• e so na guiguileca e qai yaco walega e vakatubu leqa ena veisiga,• alzheimers disease
medical,dementia-and-support,medical|dementia-and-support|000040,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,• dredre ni cakava e so na itavi me vaka na vakasaqa se saumi ni bili,this is the most common form of dementia. around two-thirds of people
medical,dementia-and-support,medical|dementia-and-support|000041,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,• leqa ena vosa,with dementia have alzheimers disease. changes seen in the brain include
medical,dementia-and-support,medical|dementia-and-support|000042,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,• lutusobu se sega ni vinaka na ivakarau ni vakatulewa,shrinkage and a build-up of abnormal proteins (plaques and tangles).
medical,dementia-and-support,medical|dementia-and-support|000043,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,• veisau ena ivakarau ni yalo kei na ivakarau me vaka na cudru,• vascular dementia
medical,dementia-and-support,medical|dementia-and-support|000044,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,vakarawarawa ena ituvaki vou,this is the second most common form of dementia. it is caused by poor
medical,dementia-and-support,medical|dementia-and-support|000045,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,na veimataqali dementia,blood supply to the brain. the symptoms can begin suddenly after a stroke
medical,dementia-and-support,medical|dementia-and-support|000046,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,e rua na kena mataqali kilai levu na:,or slowly as disease in the blood vessels worsens.
medical,dementia-and-support,medical|dementia-and-support|000047,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,• mate na alzheimers,family links with dementia
medical,dementia-and-support,medical|dementia-and-support|000048,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,oqo na matatali dementia e dau yaco vakalevu. e rauta ni rua na ikatolu vei,some forms of dementia can have family links. about a third of people with
medical,dementia-and-support,medical|dementia-and-support|000049,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,ira na tauvi dementia era alzheimers. kunei ni sa lailai sobu na mona oka,"alzheimers disease have or had a close relative (parent, brother, or sister) with"
medical,dementia-and-support,medical|dementia-and-support|000050,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,kina na kena tubucake na protein vakatubu mate (plagues and tangles).,dementia. the dementia is not always inherited and for many people there’s
medical,dementia-and-support,medical|dementia-and-support|000051,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,• vascular dementia (leqa ni vakasama ena kena lailai na dra e drodro,no family history.
medical,dementia-and-support,medical|dementia-and-support|000052,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,ki na mona),"for any concerns about a family history of dementia, talk to your doctor. many"
medical,dementia-and-support,medical|dementia-and-support|000053,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,oqo na ikarua ni mataqali dementia e dau kunei vakalevu. e vakavuna na,"treatable conditions can cause memory lapses, confusion, and forgetfulness."
medical,dementia-and-support,medical|dementia-and-support|000054,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,kena sega ni veirauti na dra e drodro ki na mona. e rawa ni tekivu vakasauri,information about dementia and support
medical,dementia-and-support,medical|dementia-and-support|000055,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,na kena ivakatakilakila ni oti na stroke (mate na tiki i yago) se tekivu,----------------------- page -----------------------
medical,dementia-and-support,medical|dementia-and-support|000056,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,vakamalua ni sa tauvimate na sala ni dra.,information and support
medical,dementia-and-support,medical|dementia-and-support|000057,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,na isema ni vuvale kei na dementia,"if you are concerned that you, or someone you know, may have dementia, talk"
medical,dementia-and-support,medical|dementia-and-support|000058,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,eso na mataqali dementia e rawa ni tiko na kena isema ena kawa. e rauta ni dua,to your doctor or your healthcare provider.
medical,dementia-and-support,medical|dementia-and-support|000059,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,"na ikatolu vei ira na tauvi alzheimers e tiko eso na wekadra voleka (itubutubu,","if you find out you have dementia, help is available. alzheimers nz has many"
medical,dementia-and-support,medical|dementia-and-support|000060,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,tacina tagane se yalewa) era tauvi dementia. na dementia e sega ni tiko ga na,resources about dementia. these resources cover many questions that you
medical,dementia-and-support,medical|dementia-and-support|000061,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,"kena isema ena kawa, ka ni levu e sega ni tauva e dua ena nona kawa.",may have.
medical,dementia-and-support,medical|dementia-and-support|000062,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,information about dementia and support,the booklet about dementia: a guide for people diagnosed with dementia
medical,dementia-and-support,medical|dementia-and-support|000063,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,----------------------- page -----------------------,provides information on:
medical,dementia-and-support,medical|dementia-and-support|000064,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,taroga na nomu vuniwai kevaka ko kauwaitaka na isema ni vuvale ena,• what dementia is
medical,dementia-and-support,medical|dementia-and-support|000065,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,dementia. e vuqa na veika e rawa ni qaravi e rawa ni vakavuna na sega ni,• the early warning signs and diagnosis
medical,dementia-and-support,medical|dementia-and-support|000066,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,"nanuma na ka, veilecayaki kei na guiguileca.",• brain health and risk reduction
medical,dementia-and-support,medical|dementia-and-support|000067,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,itukutuku kei na veitokoni,• what support is available
medical,dementia-and-support,medical|dementia-and-support|000068,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,vosa vua na nomu vuniwai se vakailesilesi ni tabana ni bula kevaka ko,• future planning
medical,dementia-and-support,medical|dementia-and-support|000069,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,leqataka de tauvi iko se dua ko kila na dementia.,this information sheet provides a general summary only and is not a substitute
medical,dementia-and-support,medical|dementia-and-support|000070,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,e sa tu na veivuke kevaka ko kila ni tauvi iko na dementia. e vuqa na veika e ra,for informed professional advice. any person with dementia or memory
medical,dementia-and-support,medical|dementia-and-support|000071,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,tu ena alzheimers nz me baleta na dementia. na veika oqori e rawa ni sauma,loss (including family/whānau and other who provide support) should seek
medical,dementia-and-support,medical|dementia-and-support|000072,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,e vuqa na taro e tiko vei iko.,professional advice about their individual situation. alzheimers new zealand is
medical,dementia-and-support,medical|dementia-and-support|000073,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,na ivola na about dementia: a guide for people diagnosed with dementia,"not liable for any error or omission in this publication, as a result of negligence"
medical,dementia-and-support,medical|dementia-and-support|000074,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,(me baleta na dementia: idusidusi vei ira esa kilai ni tauvi ira na dementia) era,or otherwise. this information sheet was produced in .
medical,dementia-and-support,medical|dementia-and-support|000075,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,tu kina na itukutuku me baleta:,go to www.alzheimers.org.nz or ring
medical,dementia-and-support,medical|dementia-and-support|000076,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,• na cava na dementia,for more information and support.
medical,dementia-and-support,medical|dementia-and-support|000077,Dementia-and-support-english.txt||Dementia-and-support-Fiji.txt,fj,en,fj->en,• na ivakatakilakila taumada kei na kena qaravi,information about dementia and support
medical,rw-anxiety-f,medical|rw-anxiety-f|000002,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,navigating through the,na noda icavacava ena votu
medical,rw-anxiety-f,medical|rw-anxiety-f|000003,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,waves of emotion:,mai kevaka eda sokota vata
medical,rw-anxiety-f,medical|rw-anxiety-f|000004,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,anxiety,na noda waqa:
medical,rw-anxiety-f,medical|rw-anxiety-f|000005,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,our pasifika people have long understood the moana and how to,sokota na ua ni
medical,rw-anxiety-f,medical|rw-anxiety-f|000006,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,navigate our way through it in order to make it to safe shores.,yalo taqaya
medical,rw-anxiety-f,medical|rw-anxiety-f|000007,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"our feelings and emotions are like the moana. at times, the moana",ko ira na kai noda na pasifika era kila vakavinaka na sokota na
medical,rw-anxiety-f,medical|rw-anxiety-f|000008,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"is calm and still, making navigation smooth and easy. other times,",wasawasa me ra yaco bula kina vanua.
medical,rw-anxiety-f,medical|rw-anxiety-f|000009,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"the waves become rough and raging, with stormy conditions, making",nai tuvaki ni yaloda kei na noda vakanananu e vaka na wasawasa.
medical,rw-anxiety-f,medical|rw-anxiety-f|000010,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,navigation harder. our feelings and emotions can change like the,e na so na gauna na wasawasa maravu ena vakavuna na rawarawa
medical,rw-anxiety-f,medical|rw-anxiety-f|000011,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"waves of the moana, but - like our ancestors - when the waves are","kei na totoka ni soko. ia, ena so tale na gauna ena dau vuki tale me"
medical,rw-anxiety-f,medical|rw-anxiety-f|000012,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"rough, we can use our knowledge, values, skills, spirituality and",voravora na wasawasa ka dau vakavuna na dredre ni soko.
medical,rw-anxiety-f,medical|rw-anxiety-f|000013,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,collectivity to navigate our way through safely.,----------------------- page -----------------------
medical,rw-anxiety-f,medical|rw-anxiety-f|000014,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,----------------------- page -----------------------,na loma taqaya
medical,rw-anxiety-f,medical|rw-anxiety-f|000015,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,anxiety,e tu beka e so na leqa eda sega ni tarova rawa?
medical,rw-anxiety-f,medical|rw-anxiety-f|000016,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,are the things we worry about out of control?,se sa daumaka tiko?
medical,rw-anxiety-f,medical|rw-anxiety-f|000017,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,anxiety is a normal human emotion that can feel like the ever-changing waves of the moana. it can be,na loma taqaya e dua nai vakarau dau yaco vei keda na tamata ka rawa ni vakavuna na veitubuyaki ni ua ni
medical,rw-anxiety-f,medical|rw-anxiety-f|000018,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"described as worry, feeling nervous or uneasy about something. many people can experience anxiety when","wasawasa. e rawa ni vakamacalataki me vaka o leqataka e dua na ka, nuiqawaqawa, se veilecayaki. e levu"
medical,rw-anxiety-f,medical|rw-anxiety-f|000019,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"they are faced with a new or unknown situation, or when a stressful event happens. for example, some",vei keda eda lako curuma na loma taqaya ni bula ena gauna ni dredre se ena gauna eda sotava e dua na ka
medical,rw-anxiety-f,medical|rw-anxiety-f|000020,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,people feel anxious when they sit a test or have to speak in front of big crowds.,vou. kena i vakaraitaki me vaka e so na tamata era loma taqaya ena gauna era veitarogi kina se me ra vosa
medical,rw-anxiety-f,medical|rw-anxiety-f|000021,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,helpful anxiety unhelpful anxiety,ena dua na soqo levu.
medical,rw-anxiety-f,medical|rw-anxiety-f|000022,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"it is normal and even helpful to experience sometimes, we might continue to feel high",loma taqaya dauveivukei loma taqaya sega ni dauveivukei
medical,rw-anxiety-f,medical|rw-anxiety-f|000023,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,anxiety sometimes as it helps us perform levels of anxiety thrashing about like waves,e so na gauna na loma taqaya e vukei keda ena so na gauna e da vakila ni tubu sivia
medical,rw-anxiety-f,medical|rw-anxiety-f|000024,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,better by making us alert and motivated. an threatening to take us under. we can feel,me da vakarau vakavinaka ka yadra talega nai vakarau ni noda lomataqaya e vaka na
medical,rw-anxiety-f,medical|rw-anxiety-f|000025,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,"example is when we are preparing to win a this way, even when the danger has passed",kina na noda vakasama. dua na kenai i saudi ni ua ni sa vakarau me da dromu yani
medical,rw-anxiety-f,medical|rw-anxiety-f|000026,RW-Anxiety-English_f.txt||RW-Anxiety-Fijian_f.txt,en,fj,en->fj,race. it is also helpful when we are faced but our minds trick us into believing it is,vakaraitaki ni da vakarau tiko me da qaqa ena ena loma ni wasaliwa. e se rawa ga ni da
