domain,sentence_type,direction,source_text,target_text,alignment_method,quality_flags,notes,source_doc
dictionary,lexeme_gloss,fj_to_en,cola rara,"v . of a visiting team, to defeat the home team on its own ground (rara).",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,cola,"vanua v., n. to carry out traditional responsibilities to the clan, the chief and the territory, also in",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,modern,"times, to the nation. bear the burden of representing the nation (as soldiers or as national athletes competing overseas). this is an important concept to traditional fijians. syn. cola sau. cole, coleva n., v. call for help, cry out for mercy. colecole call repeatedly for help. syn. ole, oleva.",parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,colo,"(interior viti levu) up (as opposed to down), by extension, the interior highlands of viti levu.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,kaicolo,"highlander. colo i suva, colo i nadroga, colo i ba place-names, highland territories upland of place named. early highland provinces were colo east, colo west and colo north, later, in , all merged into other provinces to suppress highland separatism and independence. slang: kaicolotaka transitive verb, implying that a person is naïve, or dumb, or unfamiliar with what",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,is understood or,"taken for granted by better informed people. to be amazed, seeing something for the first time.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,colovu,"v. to somersault, go head over heels, fall forward when running. by ext., may refer to falling upside down, and imply capsizing, as of a boat. syn. comatai. comolaka v. to shove or manhandle a person by shoving, pushing, or to shove or toss things in a careless manner.",parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,conaka,"v. to spread out and cover (floor, table, inside a basket) with some covering such as grass, leaves and/or mats, or table cloth. the intention here is usually to soften a hard, bare surface. see coni, conia. coni, conia v. to cover the earth-floor of house with dried grass (co), and also then to cover that with",parse_gatty_basic,has_see,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,woven floormat,(na icoco).,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,iconi,"(nait.) n. floor mat. coqa, coqa and coqaraka v. to bump hard, crash . au coqa na tamata i bumped the person hard (as in rugby). au a coqaraka na tamata. i bumped the person hard, deliberately. sa coqa na motoka. the car is crashed.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,veicoqacoqa,"v., n. to oppose, to conflict with. me kua ni veicoqacoqa na gagadre ni itaukei. the wishes of indigenous should not come into conflict. coqa-dro, coqadro-taka (modernism) v. to hit and run, as with an automobile.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,coqa,"v. (slang) as an improvised meal, to eat tinned fish (usually a cheap “salmon-style” mackerel)",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,inserted,into a whole loaf of bread that is cut lengthwise. bread help s alleviate the oiliness of the cheap and salty tinned fish.,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,coqe,"v., n . to hop on one leg at a time, to skip. cori, coria v. to thread a needle (for sewing or thatching), to patch up (usually a damaged or worn mat or net). icori ni taga n. coarse ""needle"", usually improvised, to sew up a sack (taga ). corivaka v. to close up as of a sack or basket with coarse threading. cori, corita . v. to pierce (as a cow’s or pig’s nose to fit a ring). . to capture or retain an animal or person, usually using a rope, tether. . to string (necklace) by piercing the shells, to string flowers in a",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,garland,(cori salusalu). na coricori ni salusalu the threading of garlands. . to scratch the flesh,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,deeply,(barbed wire).,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,veicori,"adj . prickly, thorny, spikey (barbed wire, some thorny plants). na wa vuka e dau veicori. the vine wa vuka is thorny. see gadrogadro.",parse_gatty_basic,has_see,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,coricori,"adj . itchy (clothes), rough, raspy (beard of man, also some vines with small thorns that can be painful). coro, coroga v. to sting with a burning sensation, as with some prickly plants or from touching a hot object, as from the stove. veicorogi stinging, as of prickly plants such as the hairy leaves of the tree salato, or some j ellyfish. coro, coroga (or) coroya v. to singe off hair from pig before butchering or cooking; by extension (slang)",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,coroalidi,"v . to splutter, crackle as of burning firewood, oil from a frying pan .",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,corocoro,"n. a small reef fish, to inches, red and silver; before the fish can be eaten, scales are best removed by grilling the fish in fire. spines can prick painfully.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,corocoro,"adj . rough (coral, pitted limestone). surisuria adj . of stone, to have a somewhat rough surface, but not j agged or cutting.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,corovudi,"v. idiom: usually of youngsters, to yarn, gossip, laugh and dream about their their desires, goals, fantasies, youths about girls and visa versa. one may discern this group behaviour at a distance. syn: tavu vudi.",parse_gatty_basic,has_idiom,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,cou,"adj ., n. bald (person). ulu cou has a bald patch. ulu tasi bald with a shaved head. syn. drisi, derua, drika. covi, covia, coviraka v. to pick, usually leaves, either for medicine or for culinary use such as covering",parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,pots,"or earth oven. may also apply to bele, the leaf vegetable. na covicovi the picking (as of such leaves).",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,icovi,"n. award, prize (in competition, lottery). old word, previously applied to awards for battle performance, icovi ni dra, for killing. syn. icocovi. tomika na nomu icocovi. pick up your prizes.",parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,icovi koroi ni,"ivalu n. military medal. this is a modernism of course, though koroi was a title given at a certain stage of warrior success.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,covu,"n. place of refuge for octopus in or among rock s or reef. syn. (vanua levu) sovu. covu, covuta v. to bite off, peck at, rip off, break off, as with a piece of food with the teeth.",parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,covu-laca,"n. waterspout, whirlwind. these are extremely dangerous, destroying a boat, killing the sailors. it is rather more specific and limited in area than a tornado on land. laca n. sail.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,cowiri,"v. to spin as of a propeller, the head, to feel faint, or dizzy under the sun with the head spinning.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,cocowiriwiri,"more forceful or continuous whirling. syn. cawiri, coiri. may be used figuratively, to spin off, run off, dash off.",parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,cu,"(or) cucu v. to bend over and turn one's buttocks to someone, usually in disrespect or in teasing disrespect. cu! a vulgar cry of contempt. vakacucu to show contempt by stooping, bending over (cuva) and showing one's bottom to someone. this is most often done in jest to mock people related as tauvu, having an historical traditional relationship that permits this. this action is not always contemptuous or humorous; in some cases the word vakacucu or vacucu may apply to bending over, to do something at ground level. syn. solimu, solimu-na.",parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,cua,"n. sticks on both sides of hand-net, for holding it, as when catching prawns, or small fish. lawa",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,vakacua,"hand-net with such handles. cudru, cudruva, -vaka (-taka) v. to be angry. cudruva angry at (someone). cudruvaka angry about (something). kakua ni dau cudrucudru. don't always be angry. vakacudru, vakacudruya v. to cause to be angry (person, animal, god). au sa vakacudruya na turaga. i have made the chief angry.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,cui,"n. clitoris, a word not usually spoken. syn. toi, toitoi. cuki, cukita, cukiraka v. to dig up (garden), turn the soil. cuki vovo make a garden-plot by digging",parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,up the cleared land,(ivovo garden plot) cukita na buke dig up the garden planting-mound(s). sa dau,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,cukiraka na iteitei na vuaka,"the pigs always root up the garden. cula, cula v. to pierce (with needle), sew (clothes, sailcloth), give inj ection (hypodermic). na culacula",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,table,fork. icula liga n. sewing-needle for hand-stitching. in early times needles were used only for sewing sails of pandanus leaf; some were made of human bone.,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,veicula,"(modernism) v., n. to give an inj ection or vaccination, as at a medical clinic. icula-ni-veicula hypodermic needle for medical inj ections.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,icula,"ni bokola (archaic) so-called “cannibal fork” sometimes used by chiefs and priests and, as with war-clubs, were often given a personal name, some of them quite vulgar. they were carved of wood, usually with four prongs. on view at fiji museum and modern copies are sold as tourist souvenirs. culaliga, culaligataka v. to sew by hand (not sewing machine). culailiga hand-made. liga hand. formerly, there was no stitching done except coarsely for sails of pandanus leaf or for thatching of houses.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,cule,"n., adj . as in vatu cule, limestone, limestone rock, common around suva, common on some small islands like katafaga, in northern lau province. sule is a related highland word for a different, j agged type of stone.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,cumu,. n. rectum. syn. icici. the anus is sona.,parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,cumu,". n. trigger fish , balistes sp., edible, common at the reef of a lagoon. cumu, cumuta v. to butt with the head (by person, goat, bull, pig), to root (pig) idiom : sere ni cumu",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,informal,"group-singing by men seated cross-legged, facing each other with head down in a closed",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,circle,(sigi-drigi is a related term).,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,cuqa,"n. a common illness of babies, small children, over-heating of the body. it can be dangerous and",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,even,fatal. various herbal remedies are used for this and may or may not be effective; at least they make the mother feel better. syn. (lau) reu.,parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,cuqe,"adj . restless, of a person, animal. cuqena v. to prop up, prop open (some container). may be used figuratively, to be supportive to a person,",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,cuquru,"v . to crackle, as of a hard biscuit being crunched. syn. caquru. curu, curuma v. pass through a doorway, an entrance or exit (house, cave, forest, village, a piece of land). curuma v. may refer to officially opening some new edifice or event. curutaka to bring",parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,something,"in. curu mai! come in ! (when speaker is already inside). curu yani! go inside ! (speaker outside). curu ki loma go right inside. curu ki tuba go outside. curu-qara return to its hole, as of crab, fish, moray eel. there is a special meaning of curu, curuma, referring to a devil tevoro “entering” a person and possessing that person, taking control of the person. see second idiom, below. syn. (rewa) ruku, rukuta. idiom: curu vakaitoga leave or enter a house, room, in an unmannerly way, as early tongans were",parse_gatty_basic,has_idiom;has_syn;has_see,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,thoughts,"to do, without excusing oneself. many early tongan christians are said to have behaved",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,abominably,"in fij i with little respect for fijian custom. for many of them, christianity was a facade they used in dominating fij ians. idiom: curumi tevoro “possessed” by a spirit, common occurence, body thrashing about, shouting,",parse_gatty_basic,has_idiom,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,out,"of control, not conscious of one’s words or actions. the tevoro has “entered” the person and may",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,speak,"through the person, using that body as a vehicle (waqawaqa), as a presence. in handling such cases, one tries to control the victim ’s movements and shout at him/her literally to eat the spirit (kania!). this whole event may be a form of psychological release in a traditionally highly controlled society . a person may not be held responsible for what is said or done while possessed by a devil.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,people,"in attendance may throw food, such as pieces of taro, at the victim, or spit on them to help exorcise the devil. syn. (rewa) ruku, rukuta to enter a person (of a devil). idiom: curu vale v . to abscond with someone else’s spouse, usually said of a man taking another man ’s wife or simply taking in a mistress. idiom: tamata curu-suka repeating offender who is repeatedly in and out of prison, but may refer to someone who repeatedly goes in and out of some place such as a medical clinic or hospital. idiom: curu uciwai of old traditional custom, to be watered down, replaced by modern custom, just as river water is altered by tidal seawater at the river mouth. curu botea v. to barge in (or out), to enter or leave abruptly.",parse_gatty_basic,has_idiom;has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,curuma,"v. to open officially some new building or enterprise (new church, school, provincial building etc.) with ceremony. na kena curumi its official opening.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,curumaka,"v. to insert, as in threading a needle, for example. might refer to something analagous.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,vei-curu-maki,"intermittent, inter-twined. e veicurumaki siga kei na uca it is raining while the sun is shining. e veicurumaki na lewe ke na uro. the flesh (of the meat) in marbled with streaks of fat.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,curumivale,"v. of a woman usually, to move in to live with a man who is not her husband.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,icurucuru,"n. fee for admittance, as for a theatre, dance, sport stadium. also school fees. icurucuru ni",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,gone,"customary bringing of whaletooth when eldest child of family visits the home of close relative, for which there will be a reciprocal gift of equivalent value. ivodovodo fare charged, as in a bus.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,vakacuru,". “possessed” by a spirit, usually when it is a deliberate or voluntary and welcome condition.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,dau,"vakacuru n. witchdoctor. a devil enters the person, and in some cases “owns” the person, rather a",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,faustian,"notion, very real to fijians. people who are believed to be involved in witchcraft may be attacked violently.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,curumaka,"v. to push or poke something into another thing, as one does in thatching a house.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,veicurumaki,"adj . intermittent, unscheduled, inserted out of the usual, regular order, new, introduced ;",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,may,"refer to official meetings or elections. na bula veicurumaki the introduced, modern life (as contrasted to the older, more traditional fijian way of life).",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,curumi,"possessed, as by a devil. the person becomes merely a vehicle for the devil. any words or",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,actions,are those of the devil. this is a common occurrence among fijians. this notion provides a,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,forgivable rationale,"for temporary unacceptable behaviour, nervous breakdown or mental illness. the",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,condition may last for part of,"a day, or for a prolonged period of time. recovery to normal condition",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,is often quite,"complete as if nothing had ever happened. dau veicurumi of a person, often possessed by a devil.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,curumi-wai,"v., adj . soggy, of breadfruit or root-crop such as taro, when improperly cooked.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,curu,"oso . of the mind, crowded and thus at least temporarily confused by many different feelings or thoughts. too many things on one ’s mind.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,curu oso,". packed full of people, as of a bus, dance floor, theatre, town on busy shopping day.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,curu oso,". to fill as of a space, an environment, to pack in but usually only in certain contexts, as of a fragrant scent, any smell, or the wind that may blow through a room. curusuka, curusuka-taka v. to return repeatedly to some place, a clinic, hospital, even a prison as a repeat offender.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,curutaka,v. to bring in.,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,curuvale,"idiom: n., adj ., v . gossip that causes trouble, usually said of a woman.",parse_gatty_basic,has_idiom,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,curu vanua,"(ang.) v., n. to migrate. eratou a curu vanua mai ki viti. they (several) immigrated here",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,into,fij i. eratou a curu vanua yani ki ositerelia. they (several) emigrated to australia. tabana ni,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,curuvanua,"immigration department. vakacuru, vakacuruma or curumaka v. to put inside, insert. vakacuruma na kateni ena rumu put the carton in the room. curumaka ena nomu taga slip it in your pocket. laki vakacuru ivola go post",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,some mail,(sometimes slang for going to the toilet). vale ni vakacuruivola post office.,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,vakacuru-ilavo,"(anglicism) v. to invest, deposit money (as in bank account). na dau ni vakacuruilavo the investor, depositor. na vakacurumi ni ilavo the investment.",parse_gatty_basic,has_anglicism,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,vakacuru vosa,"idiom: gossips, person always saying bad things about people. cuva, cuvata or cuvara v. to bow the head; to have the face down (people, pots, dishes, box) sa cuvata",parse_gatty_basic,has_idiom,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,na ibe na yalewa ena talitali,"the woman bows her head over the mat, weaving.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,cuvacuva,"face down, stooped posture. dabe cuvacuva to sit with head bowed down (usually in respect, shame, sorrow). moce cuvacuva to sleep, lying face-down, head in the crooked arms. au kilai koya",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,ena,nona icuvacuva. i recognize him by his stooping posture. as a place-name cuvacuva refers to a,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,location,"on the border of tailevu and ra where super-tribe nasautoka suffered defeat, presumably",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,surrendering,"to christianity. they were bowed down in defeat but were not slaughtered which suggests this happened during christian times. vakacuva, vakacuvara v. to turn upside down, turn over and down. mo savata na kuro qai vakacuva (or) vakacuvara. wash the pot then set it upside-down. sa vakacuvari na kuro ? is the pot turned over?",parse_gatty_basic,has_question,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,da,"(or) eda we, us (many, inclusive of person spoken to), pronoun. as the subject of a sentence da is",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,sometimes preceded by,"the letter e written as a separate word : e da. used as a syllable in other pronouns, da indicates “we” in various contexts: edaru we two. edatou we three (or we few). eda we (many). me da cakava let us (many) do it.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,da,"n. human excrement but sometimes of animals. syn. (kadavu) meso. boi da small tree spp., geniostom, longaniaceae, greenish white flowers with a foetid smell, around march. see veka. idiom: korokoro da pile of rubbish (often figuratively, sometimes literally), pile of excrement. daba adj . seasonally plump, of mud lobster and rock lobster crabs, usually around april. this is the time of egg-bearing and considerablel meat. idiom: sa daba o iko! you ’re really something, you ’re great ! idiom: sa daba! that ’s swell, great !",parse_gatty_basic,has_idiom;has_syn;has_see,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,idaba,"n. packet, coil (as of fij i tobacco, that is sold retail as a length of twisted coil, unrolled from a ball). daba, dabara (or) dabana v. to tie up a bundle, usually of homogeneous things, stacked together. dabe . adj . too soft, overly mature, of breadfruit. dabe . n. seat (in parliament); sitting (parliament). dabe, dabeca v. to sit, sit upon (chair etc), sit for (exam). dabe vakadodonu sit up straight. dabe e cake! sit up ! (on chair), said to respected fij ian visitor who is seated on floor. dabeca na ibe sit on the mat. dabe vakayalewa sit with both legs together, at one side, as women sit. dabe vakatagane (or) dabe vakatoga to sit cross-legged. as men sit. syn. (rewa) drata, dratava. dabe, dabera, dabelaka v. to set something down, parcel on the floor, pot on the stove. dabelaka may refer to sexual position, woman seated on top of the man in intercourse.",parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,vakadabera,". v. to seat someone, have them sit down.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,vakadabera,". v. of a future house, to decide on a location.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,vakadabera,. v. to take one’s bride to her new home.,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,idabedabe,"n. chair, place to sit, seat (incl. seat in legislature); idabedabe laca canvas deck-chair. idabedabe lobi folding chair. idabedabe ni ose saddle. idabedabe ni vale ni vo. toilet seat.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,dabea,"n. moray, conger eel, gymnothorax undutus or lycodontis j avanicus in ika ni waitui, as published",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,by the institute of fijian language,"and culture. can be large, up to an unusual three meters long, with",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,no,"scales and no fins. in rewa sometimes referred to jokingly as “saltwater pork” vuaka ni waitui, because rewa has so few wild pigs. the dabea flesh is eaten but not prized. sacs of poison at the neck",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,must,"be removed. there are some reefs, as at mago island, that are virtually infested with this eel.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,very dangerous if,attacked or feels threatened. it does not go out of its way to attack people but will,parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,attack very,"swiftly if imposed upon in its territory. of camouflaged colour, and often keeping still, it",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,may,"not be observed by the diver. strangely, this predator has two sets of j aws, one set in front that grasp s its victim, then a second set, the pharyngeal j aws that advance to force it back into the throat, to",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,consume,"large fish. it holds its grip , not having to bite twice. more dangerous than the moray bite is",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,dabi,"n. puzzlenut tree, xylocarpus granatum, meliaceae, to feet, growing around mangrove. big",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,round,"fruit is poisonous. bark is brown, smooth, and almost shiny white in places, used for red dye.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,dabibi,"n. heavy wet mud in mangrove swamps, riverside or on flats where washed down by rain, or flood.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,it,"can later become fine-grained alluvial loam when dry, not clumpy like clay soil. it is also the soft mushy mud often dug out from drains. lit. “heavy excrement”.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,dabo,"(med.) n. wen. dabo wai cyst, blister. sa vakadabo na dakuqu. my back is blistered.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,dabo,"(or) daboa adj . feels soft, nicely ripe (of fruit), usually tested by squeezing. may also refer to a matured boil, ready to burst. see. dreu ripe. dada too soft, ripe. dabui, dabuya v., adj . to deceive or trick , tricky, deceptive, usually used in word combinations: veidabui",parse_gatty_basic,has_see,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,deceptive,"(person), veidabui-taka to trick (a person).",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,dabuiloa,"adj . bruised, of people or fruit.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,dada,"adj . too soft, overly ripe (fruit, taro, breadfruit, fish), soft, swampy (land), weak (human body). yago",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,dada,"soft, weak of body (human). dada weruweru of food, soft, soggy from over-cooking. idiom: liga dada ""butterfingers"". idiom: dadayalewa have a “soft spot” for women, fond of women. idiom: yava dada (or) saga dada having weak legs, usually from age, or infirmity ; yava-na leg,",parse_gatty_basic,has_idiom,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,saga-na,thigh. idiom: vosota noqu dada pardon my thoughtless or hurtful words.,parse_gatty_basic,has_idiom,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,vakadada,"v. to mash it up (taro, potatoes, pumpkin), make it very soft.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,dadada,"adj . weak, of a person.",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,dadaga,"weak, exhausted, worn out, usually from exertion, of the body. syn. wawale.",parse_gatty_basic,has_syn,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,dadaka,"(or) dakadaka adj . slack, of a tether, rope or binding that needs tightening. vaka-dadaka-taka v .",parse_gatty_basic,,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,fj_to_en,to slack off,"(rope, binding).",parse_gatty_basic,,,Fijian-English_Dictionary.txt
