domain,subdomain,source_id,book,chapter,verse,source_lang,target_lang,direction,source_text,target_text
bible,genesis,bible|genesis|019|010,genesis,19,10,en,fj,en->fj,"but the men put forth their hand, and pulled lot into the house to them, and shut to the door.","oi rau na tamata (agilosi) e rau sa dodoka yani na ligadrau, ka dreti loti mai ki loma ni vale ka sogota na katuba."
bible,genesis,bible|genesis|019|011,genesis,19,11,en,fj,en->fj,"and they smote the men that were at the door of the house with blindness, both small and great: so that they wearied themselves to find the door.","e rau sa samuti ira na tamata ena mataboko, o ira kece sa tu ena mata ni katuba. o ira na lelevu kei ira na lalai, sa dredre kina me ra kila se e vei na katuba ni vale."
bible,genesis,bible|genesis|019|012,genesis,19,12,en,fj,en->fj,"and the men said unto lot, hast thou here any besides? son in law, and thy sons, and thy daughters, and whatsoever thou hast in the city, bring them out of this place:","e rau sa tukuna na tamata (agilosi) vei loti, ""sa tiko tale e dua na wekamu eke? na vugomu, se luvemu tagane se luvemu yalewa, se o cei ga sa tiko ena koro “me ra kautani yani!"
bible,genesis,bible|genesis|019|013,genesis,19,13,en,fj,en->fj,"for we will destroy this place, because the cry of them is waxen great before the face of the lord; and the lord hath sent us to destroy it.","""ni keirau na vakarusa na vanua oqo, baleta ni sa lako cake yani vei jiova na veika ca ni vanua oqo “sa talai keirau mai kina o jiova me vakarusa. """
bible,genesis,bible|genesis|019|014,genesis,19,14,en,fj,en->fj,"and lot went out, and spake unto his sons in law, which married his daughters, and said, up, get you out of this place; for the lord will destroy this city. but he seemed as one that mocked unto his sons in law.","sa lako yani o loti me vosa vei rau na vugona tagane (oi rau na watidrau na luvei loti yalewa) ""drau tucake ka dro yani “o jiova ena vakarusa na vanua oqo! "" vei rau na vugona “sa vaka ga e veiwali tiko o loti."
bible,genesis,bible|genesis|019|015,genesis,19,15,en,fj,en->fj,"and when the morning arose, then the angels hastened lot, saying, arise, take thy wife, and thy two daughters, which are here; lest thou be consumed in the iniquity of the city.","ni sa kida mai na mataka, e rau sa vakatotolo taki loti na agilosi ka tukuna, ""tucake, taura na watimu kei rau na luvemu yalewa, de dou qai kama vata ena vakarusai ni koro oqo. """
bible,genesis,bible|genesis|019|016,genesis,19,16,en,fj,en->fj,"and while he lingered, the men laid hold upon his hand, and upon the hand of his wife, and upon the hand of his two daughters; the lord being merciful unto him: and they brought him forth, and set him without the city.","ni se vakaberabera tikoga, na agilosi, sa taura na ligana, na ligai watina kei na ligadrau na luvena yalewa, ni sa rui lomani koya o jiova, e rau sa kauti koya mai ka sereki koya ena taudaku ni koro."
bible,genesis,bible|genesis|019|017,genesis,19,17,en,fj,en->fj,"and it came to pass, when they had brought them forth abroad, that he said, escape for thy life; look not behind thee, neither stay thou in all the plain; escape to the mountain, lest thou be consumed.","sa qai yaco ni ratou sa kau mai ki taudaku ni koro, sa qai tukuni vua, ""dro mo bula “kua ni rai tale i muri se mo vakacegu ena buca. dro ki na veiulunivanua, de o na vakarusai talega. """
bible,genesis,bible|genesis|019|018,genesis,19,18,en,fj,en->fj,"and lot said unto them, oh, not so, my lord:","sa tukuna yani o loti, ""isa noqu turaga, me kua oqori!"
bible,genesis,bible|genesis|019|019,genesis,19,19,en,fj,en->fj,"behold now, thy servant hath found grace in thy sight, and thou hast magnified thy mercy, which thou hast shewed unto me in saving my life; and i cannot escape to the mountain, lest some evil take me, and i die:","""sa kune loloma na nomuni tamata e matamuni; o ni sa vakalevutaka na nomuni loloma o ni sa vakaraitaka, ena nomuni vakabulai au; au sa sega ni rawa ni dro ki na veiulunivanua “de ra qai toboki au na ca ka vakamatei au."
bible,genesis,bible|genesis|019|020,genesis,19,20,en,fj,en->fj,"behold now, this city is near to flee unto, and it is a little one: oh, let me escape thither, (is it not a little one? ) and my soul shall live.","""sa voleka na koro oqo me'u dro kina, e koro lailai ga me'u dro kina, me bula kina na yaloqu. """
bible,genesis,bible|genesis|019|021,genesis,19,21,en,fj,en->fj,"and he said unto him, see, i have accepted thee concerning this thing also, that i will not overthrow this city, for the which thou hast spoken.","sa tukuna mai na agilosi vua, ""raica, au sa totaki iko ena vuku ni ka oqo. au na sega ni vakarusa na koro oqo, o sa digitaka mo dro kina."
bible,genesis,bible|genesis|019|022,genesis,19,22,en,fj,en->fj,"haste thee, escape thither; for i cannot do any thing till thou be come thither. therefore the name of the city was called zoar.","""totolo sara dro yani kina, au na sega mada ni cakava e dua na ka me yacova ni dou sa yaco kina. "" sa yaca ni koro o ya o soa."
bible,genesis,bible|genesis|019|023,genesis,19,23,en,fj,en->fj,the sun was risen upon the earth when lot entered into zoar.,sa cadra na siga e vuravura ni sa curu yani ki soa o loti.
bible,genesis,bible|genesis|019|024,genesis,19,24,en,fj,en->fj,then the lord rained upon sodom and upon gomorrah brimstone and fire from the lord out of heaven;,"sa qai vakatauca o jiova na kuvu kama, kei na bukawaqa e sotoma kei komore, mai vei jiova mai lomalagi."
bible,genesis,bible|genesis|019|025,genesis,19,25,en,fj,en->fj,"and he overthrew those cities, and all the plain, and all the inhabitants of the cities, and that which grew upon the ground.","o jiova sa vuaviritaka na veikoro oqori, na veibuca kei ira kece na lewe ni koro kei na veika sa tubu mai na qele."
bible,genesis,bible|genesis|019|026,genesis,19,26,en,fj,en->fj,"but his wife looked back from behind him, and she became a pillar of salt.","o watina sa rai lesu me raici loti, ka sa yaco me duru vatu (masima)."
bible,genesis,bible|genesis|019|027,genesis,19,27,en,fj,en->fj,and abraham gat up early in the morning to the place where he stood before the lord:,"sa lako vaka mataka o eparaama, ena vanua sa tu kina o koya ena mata i jiova."
bible,genesis,bible|genesis|019|028,genesis,19,28,en,fj,en->fj,"and he looked toward sodom and gomorrah, and toward all the land of the plain, and beheld, and, lo, the smoke of the country went up as the smoke of a furnace.","sa rai yani vaka ki sotoma kei komora, kei na veivanua vaka ki na buca, ka sa raica na kubou ni vanua sa vaka na kubou ni dua na kama levu."
bible,genesis,bible|genesis|019|029,genesis,19,29,en,fj,en->fj,"and it came to pass, when god destroyed the cities of the plain, that god remembered abraham, and sent lot out of the midst of the overthrow, when he overthrew the cities in the which lot dwelt.","sa qai yaco ni sa vakarusa oti na kalou na veikoro kece mai na buca, na kalou sa qai nanumi eparaama, ka sa qai vakatalai loti tani mai na nona vuaviri oqo, ni sa vuaviritaka na veikoro sa tiko kina o loti."
bible,genesis,bible|genesis|019|030,genesis,19,30,en,fj,en->fj,"and lot went up out of zoar, and dwelt in the mountain, and his two daughters with him; for he feared to dwell in zoar: and he dwelt in a cave, he and his two daughters.",sa lako tani mai soa o loti ka la'ki tiko ena veiulunivanua vata kei rau na luvena yalewa. ni sa rere ni tiko e soa. e ratou sa la'ki tiko ena veiqaravatu.
bible,genesis,bible|genesis|019|031,genesis,19,31,en,fj,en->fj,"and the firstborn said unto the younger, our father is old, and there is not a man in the earth to come in unto us after the manner of all the earth:","sa tukuna o koya e qase veirau na yalewa vei koya e gone, ""sa qase o tamadaru, sa sega na tagane me mai curumi kedaru me vaka na kena i valavala e vuravura."
bible,genesis,bible|genesis|019|032,genesis,19,32,en,fj,en->fj,"come, let us make our father drink wine, and we will lie with him, that we may preserve seed of our father.","""me daru vakamatenitaki tamadaru ena waini, ka me daru curumi kina mai vua, me daru maroroya kina na kawa mai vei tamadaru. """
bible,genesis,bible|genesis|019|033,genesis,19,33,en,fj,en->fj,"and they made their father drink wine that night: and the firstborn went in, and lay with her father; and he perceived not when she lay down, nor when she arose.","e rau sa vakagunuvi tamadrau ena waini ena bogi o ya, sa lako yani o koya e qase ka vakacurumi tamana vua. sa sega ni kila o tamana na nona lako yani kei na nona lesu mai."
bible,genesis,bible|genesis|019|034,genesis,19,34,en,fj,en->fj,"and it came to pass on the morrow, that the firstborn said unto the younger, behold, i lay yesternight with my father: let us make him drink wine this night also; and go thou in, and lie with him, that we may preserve seed of our father.","ena siga ka tarava, sa tukuna na qase vua na tacina gone, ""au sa vakacurumi tamaqu oti vei au ena bogi, oqo me daru cakava tale na waini, me gunu ena bogi oqo, ka mo lako yani, ka vakacurumi koya vei iko me maroroi kina na kawa mai vei tamadaru. """
bible,genesis,bible|genesis|019|035,genesis,19,35,en,fj,en->fj,"and they made their father drink wine that night also: and the younger arose, and lay with him; and he perceived not when she lay down, nor when she arose.","e rau sa vakagunuvi tamadrau ena bogi o ya. sa tucake yani o koya e gone, ka la'ki vakacurumi tamana vua. sa sega ni kila o tamana na nona lako yani kei na nona lesu mai."
bible,genesis,bible|genesis|019|036,genesis,19,36,en,fj,en->fj,thus were both the daughters of lot with child by their father.,"oi rau ruarua na luvei loti yalewa oqo, e rau sa vakagone mai vei tamadrau."
bible,genesis,bible|genesis|019|037,genesis,19,37,en,fj,en->fj,"and the firstborn bare a son, and called his name moab: the same is the father of the moabites unto this day.","sa vakasucuma e dua na gone tagane o koya e qase, ka sa vakayacani me o moape; o koya sa tamadra na moape me yacova na siga oqo."
bible,genesis,bible|genesis|019|038,genesis,19,38,en,fj,en->fj,"and the younger, she also bare a son, and called his name benammi: the same is the father of the children of ammon unto this day.","o koya talega sa gone veirau, sa vakasucuma e dua talega na gone tagane, ka sa vakayacani me peni-ame (peniame). o koya oqo na tamadra na amoni me yacova na siga oqo."
bible,genesis,bible|genesis|020|001,genesis,20,1,en,fj,en->fj,"and abraham journeyed from thence toward the south country, and dwelled between kadesh and shur, and sojourned in gerar.",sa lako yani o eparaama mai kea vaka ki na ceva me tiko ena kedrau maliwa o ketesa kei suri ka lako sara yani ki kerari.
bible,genesis,bible|genesis|020|002,genesis,20,2,en,fj,en->fj,"and abraham said of sarah his wife, she is my sister: and abimelech king of gerar sent, and took sarah.","sa tukuna o eparaama ena vuku i sera na watina, ""ni o koya na ganena. "" sa talatala yani o apimeleki na tui kerari, me kau mai vua o sera."
bible,genesis,bible|genesis|020|003,genesis,20,3,en,fj,en->fj,"but god came to abimelech in a dream by night, and said to him, behold, thou art but a dead man, for the woman which thou hast taken; for she is a man's wife.","na kalou sa lako mai vei apimeleki ena tadra e na bogi ka tukuna vua, ""mo kila ni o sa tamata mate ena vuku ni yalewa o sa taura mai; ni sa watina e dua na tagane o koya. """
bible,genesis,bible|genesis|020|004,genesis,20,4,en,fj,en->fj,"but abimelech had not come near her: and he said, lord, wilt thou slay also a righteous nation?","ia, o apimeleki e se bera ni tarai koya, ka sa tukuna kina, ""i jiova, o ni na vakarusa talega e dua na matanitu yalododonu?"
bible,genesis,bible|genesis|020|005,genesis,20,5,en,fj,en->fj,"said he not unto me, she is my sister? and she, even she herself said, he is my brother: in the integrity of my heart and innocency of my hands have i done this.","""e sega beka ni a tukuna vei au, 'o koya na ganequ'? na yalewa mada sa tukuna 'ni o koya o ya na ganena tagane. ' ena dina ni yaloqu kei na savasava ni ligaqu, au sa cakava kina oqo. """
bible,genesis,bible|genesis|020|006,genesis,20,6,en,fj,en->fj,"and god said unto him in a dream, yea, i know that thou didst this in the integrity of thy heart; for i also withheld thee from sinning against me: therefore suffered i thee not to touch her.","na kalou sa tukuna vua ena tadra, ""au sa kila ni o cakava oqo ena dina ni yalomu, o au talega talega, au sa tarovi iko mo kua ni valavala ca vei au, oqori na vuna au sega ni vakatara kina mo tarai koya."
bible,genesis,bible|genesis|020|007,genesis,20,7,en,fj,en->fj,"now therefore restore the man his wife; for he is a prophet, and he shall pray for thee, and thou shalt live: and if thou restore her not, know thou that thou shalt surely die, thou, and all that are thine.","""mo vakasuka tale na yalewa vua na watina, ni sa parofita o koya, ena qai masulaki iko; o na qai bula. kevaka o sa sega ni cakava oqo “o na mate vakaidina, o iko kei ira kecega sa nomu. """
bible,genesis,bible|genesis|020|008,genesis,20,8,en,fj,en->fj,"therefore abimelech rose early in the morning, and called all his servants, and told all these things in their ears: and the men were sore afraid.","sa sou o apimeleki ka kacivi ira na nona tamata, ka tukuna na veika kece oqo ni ra sa vakarorogo tu, era se rere na nona tamata."
bible,genesis,bible|genesis|020|009,genesis,20,9,en,fj,en->fj,"then abimelech called abraham, and said unto him, what hast thou done unto us? and what have i offended thee, that thou hast brought on me and on my kingdom a great sin? thou hast done deeds unto me that ought not to be done.","o apimeleki sa kacivi eparaama ka tukuna vua, ""na cava o sa cakava vei keimami? na cala cava au cakava vei iko, mo kauta mai kina ki na noqu matanitu, na i valavala ca levu oqo? o sa cakava vei au na veika e sega ni dodonu me caka. """
bible,genesis,bible|genesis|020|010,genesis,20,10,en,fj,en->fj,"and abimelech said unto abraham, what sawest thou, that thou hast done this thing?","sa qai tukuna o apimeleki vei eparaama, ""na cava o nanuma, ena nomu cakava kina vei au na ka oqo? """
bible,genesis,bible|genesis|020|011,genesis,20,11,en,fj,en->fj,"and abraham said, because i thought, surely the fear of god is not in this place; and they will slay me for my wife's sake.","sa sauma mai o eparaama, ""baleta au sa kila ni sa sega eke na rerevaka na kalou, era na vakamatei au kina ena vuku i watiqu."
bible,genesis,bible|genesis|020|012,genesis,20,12,en,fj,en->fj,"and yet indeed she is my sister; she is the daughter of my father, but not the daughter of my mother; and she became my wife.","""o sa dina, e ganequ dina o koya, o koya e luvei tamaqu, ka sega ga ni luvei tinaqu, oqori sa mai watiqu kina."
bible,genesis,bible|genesis|020|013,genesis,20,13,en,fj,en->fj,"and it came to pass, when god caused me to wander from my father's house, that i said unto her, this is thy kindness which thou shalt shew unto me; at every place whither we shall come, say of me, he is my brother.","""ni sa vakavuna na kalou, me'u lako tani mai na vale i tamaqu, au sa tukuna kina vua, 'oqo na ka vinaka mo cakava vei au; ena vanua kecega daru na lako kina, mo na tukuna ni, ""o koya na ganequ. ""'"""
bible,genesis,bible|genesis|020|014,genesis,20,14,en,fj,en->fj,"and abimelech took sheep, and oxen, and menservants, and womenservants, and gave them unto abraham, and restored him sarah his wife.","sa kauta mai o apimeleki na sipi kei na bulumakau kei ira na dauveiqaravi tagane kei na yalewa, ka soli ira vei eparaama, ka sa soli sera lesu tale vua."
bible,genesis,bible|genesis|020|015,genesis,20,15,en,fj,en->fj,"and abimelech said, behold, my land is before thee: dwell where it pleaseth thee.","sa tukuna o apimeleki, ""raica na vanua sa tu oqori e matamu, mo tiko ena vanua o vinakata. """
bible,genesis,bible|genesis|020|016,genesis,20,16,en,fj,en->fj,"and unto sarah he said, behold, i have given thy brother a thousand pieces of silver: behold, he is to thee a covering of the eyes, unto all that are with thee, and with all other: thus she was reproved.","sa tukuna talega vei sera, ""raica au sa solia vei ganemu e dua na udolu na tiki ni siliva, oqo me vakagalalataki iko mai vei ira kecega na tamata"" “oqo sa vakadonui kina o sera."
bible,genesis,bible|genesis|020|017,genesis,20,17,en,fj,en->fj,"so abraham prayed unto god: and god healed abimelech, and his wife, and his maidservants; and they bare children.","o eparaama sa masu vua na kalou: na kalou sa vakabulai apimeleki, na watina kei ira na nona dauveiqaravi. sa tekivu me ra vakaluveni;"
bible,genesis,bible|genesis|020|018,genesis,20,18,en,fj,en->fj,"for the lord had fast closed up all the wombs of the house of abimelech, because of sarah abraham's wife.","ni o jiova, sa sogota kece na kato ni gone ena vuvale kece nei apimeleki, baleti sera na wati eparaama."
bible,genesis,bible|genesis|021|001,genesis,21,1,en,fj,en->fj,"and the lord visited sarah as he had said, and the lord did unto sarah as he had spoken.","o jiova, sa sikovi sera me vaka ga ea tukuna, o jiova, sa cakava vei sera me vaka ga ea tukuna."
bible,genesis,bible|genesis|021|002,genesis,21,2,en,fj,en->fj,"for sarah conceived, and bare abraham a son in his old age, at the set time of which god had spoken to him.","sa kunekune o sera ka vakasucuma vei eparaama e dua na luvena tagane ni sa qase sara, ena gauna lokuci ga sa vosa kina vua na kalou."
bible,genesis,bible|genesis|021|003,genesis,21,3,en,fj,en->fj,"and abraham called the name of his son that was born unto him, whom sarah bare to him, isaac.","sa vakayacani koya o eparaama, na luvena tagane” na luvena tagane sa vakasucuma o sera “me o aisake."
bible,genesis,bible|genesis|021|004,genesis,21,4,en,fj,en->fj,"and abraham circumcised his son isaac being eight days old, as god had commanded him.","o eparaama sa cilivi na luvena o aisake ni sa bogi walu oti, me vaka sa vakarota vua na kalou."
bible,genesis,bible|genesis|021|005,genesis,21,5,en,fj,en->fj,"and abraham was an hundred years old, when his son isaac was born unto him.",sa yabaki dua na drau o eparaama ena gauna sa sucu kina o aisake.
bible,genesis,bible|genesis|021|006,genesis,21,6,en,fj,en->fj,"and sarah said, god hath made me to laugh, so that all that hear will laugh with me.","sa tukuna o sera, ""na kalou sa vakavuna me'u dredre, ni o ira kece era na rogoca, era na dredre vata kei au. """
bible,genesis,bible|genesis|021|007,genesis,21,7,en,fj,en->fj,"and she said, who would have said unto abraham, that sarah should have given children suck? for i have born him a son in his old age.","sa tukuna talega, ""o cei ena tukuna rawa vei eparaama, ni na mea e dua na gone o sera? ni'u sa vakasucuma vua e dua na gone vua ni sa qase sara o koya. """
bible,genesis,bible|genesis|021|008,genesis,21,8,en,fj,en->fj,"and the child grew, and was weaned: and abraham made a great feast the same day that isaac was weaned.",sa tubu cake na gone ka sa kali sara. sa cakava o eparaama e dua na kakana levu ena siga sa kali kina o aisake.
bible,genesis,bible|genesis|021|009,genesis,21,9,en,fj,en->fj,"and sarah saw the son of hagar the egyptian, which she had born unto abraham, mocking.","o sera, sa raica na luvei eka na yalewa ni ijipita vei eparaama ni veivakalialiai tiko."
bible,genesis,bible|genesis|021|010,genesis,21,10,en,fj,en->fj,"wherefore she said unto abraham, cast out this bondwoman and her son: for the son of this bondwoman shall not be heir with my son, even with isaac.","sa tukuna kina vei eparaama, ""mo vakagalalataki rau na yalewa bobula kei na luvena; na luvena na yalewa bobula ena sega ni mai taukei vata kei na luvequ o aisake. """
bible,genesis,bible|genesis|021|011,genesis,21,11,en,fj,en->fj,and the thing was very grievous in abraham's sight because of his son.,na veika oqo sa sega ni taleitaka o eparaama baleta na luvena o isimeli.
bible,genesis,bible|genesis|021|012,genesis,21,12,en,fj,en->fj,"and god said unto abraham, let it not be grievous in thy sight because of the lad, and because of thy bondwoman; in all that sarah hath said unto thee, hearken unto her voice; for in isaac shall thy seed be called.","ia, na kalou sa tukuna vei eparaama, ""me kakua ni vakararawataki iko na veika me baleta na gone se o tinana na yalewa bobula. na veika sa tukuna vei iko o sera, mo rogoca na domona, baleta ena lako mai vei aisake na nomu kawa."
bible,genesis,bible|genesis|021|013,genesis,21,13,en,fj,en->fj,"and also of the son of the bondwoman will i make a nation, because he is thy seed.","""au na cakava talega e dua na matanitu mai vua na luve ni bobula, baleta ni sa luvemu talega. """
bible,genesis,bible|genesis|021|014,genesis,21,14,en,fj,en->fj,"and abraham rose up early in the morning, and took bread, and a bottle of water, and gave it unto hagar, putting it on her shoulder, and the child, and sent her away: and she departed, and wandered in the wilderness of beersheba.","sa sou ena mataka o eparaama ka kauta na madrai kei na wai, ka biuta e domo i eka ka solia na gone vua, sa qai vakatalai rau yani. e rau sa lako yani ka lako voli ena vanua liwa e perisepa."
bible,genesis,bible|genesis|021|015,genesis,21,15,en,fj,en->fj,"and the water was spent in the bottle, and she cast the child under one of the shrubs.","sa maca na wai mai na kena bola, ka sa vakadabera tiko na gone ena dua na veico."
bible,genesis,bible|genesis|021|016,genesis,21,16,en,fj,en->fj,"and she went, and sat her down over against him a good way off, as it were a bowshot: for she said, let me not see the death of the child. and she sat over against him, and lift up her voice, and wept.","sa lako yani o tinana, ka la'ki dabe veibasai tiko mai vei koya, me vaka e dua nai vana ena dakai titi, ni sa tukuna tikoga e lomana, ""me'u kua ni raica na nona mate na gone. "" sa dabe tikoga mai vakayawa ka tagi tiko vakadomoilevu."
bible,genesis,bible|genesis|021|017,genesis,21,17,en,fj,en->fj,"and god heard the voice of the lad; and the angel of god called to hagar out of heaven, and said unto her, what aileth thee, hagar? fear not; for god hath heard the voice of the lad where he is.","na kalou sa rogoca na domo ni gone, ka sa kaci yani vei eka na agilosi ni kalou mai lomalagi ka tukuna vua, ""na cava o sa tagi kina eka? kua ni rere, na kalou sa rogoca na domona na gone mai na vanua e tiko kina."
bible,genesis,bible|genesis|021|018,genesis,21,18,en,fj,en->fj,"arise, lift up the lad, and hold him in thine hand; for i will make him a great nation.","""mo tucake, keveta na gone e ligamu, ni'u na cakava me matanitu levu o koya. """
bible,genesis,bible|genesis|021|019,genesis,21,19,en,fj,en->fj,"and god opened her eyes, and she saw a well of water; and she went, and filled the bottle with water, and gave the lad drink.","na kalou sa vakaraitaka na matana, ka sa raica sara e dua na tobu wai. sa la'ki takiva sara na wai ena kena bola, ka solia vua na gone me gunu."
bible,genesis,bible|genesis|021|020,genesis,21,20,en,fj,en->fj,"and god was with the lad; and he grew, and dwelt in the wilderness, and became an archer.","na kalou sa tiko vata kei na gone; sa tubu cake na gone ka sa dau tiko ena vanua liwa, sa yaco talega me dauvavana."
bible,genesis,bible|genesis|021|021,genesis,21,21,en,fj,en->fj,and he dwelt in the wilderness of paran: and his mother took him a wife out of the land of egypt.,"sa dautiko ena vanua liwa mai parana, sa kauta vua o tinana e dua na watina mai na vanua o ijipita. e dua na veiyalayalati vata kei apimeleki"
bible,genesis,bible|genesis|021|022,genesis,21,22,en,fj,en->fj,"and it came to pass at that time, that abimelech and phichol the chief captain of his host spake unto abraham, saying, god is with thee in all that thou doest:","sa yaco mai e dua na gauna, o apimeleki kei fikoli, (nai liuliu ni mataivalu na apimeleki) e rau sa veivosaki kei eparaama ka vaka: ""sa tiko vata kei iko na kalou ena veika kecega o cakava."
bible,genesis,bible|genesis|021|023,genesis,21,23,en,fj,en->fj,"now therefore swear unto me here by god that thou wilt not deal falsely with me, nor with my son, nor with my son's son: but according to the kindness that i have done unto thee, thou shalt do unto me, and to the land wherein thou hast sojourned.","""mo yalataka vei au ena kalou, ni o na sega ni cakacaka vaka i lasu vei au, vei ira na noqu kawa kei na veika au taukena; me vaka ga na veika vivinaka au sa cakava vei iko, mo cakava vaka kina vei au, ki na vanua talega o na lako kina. """
bible,genesis,bible|genesis|021|024,genesis,21,24,en,fj,en->fj,"and abraham said, i will swear.","sa sauma o eparaama, ""au na cakava vaka kina. """
bible,genesis,bible|genesis|021|025,genesis,21,25,en,fj,en->fj,"and abraham reproved abimelech because of a well of water, which abimelech's servants had violently taken away.","o eparaama sa vakadodonutaki apimeleki, baleta na mataniwai era sa taura vakaukauwa na dauveiqaravi nei apimeleki."
bible,genesis,bible|genesis|021|026,genesis,21,26,en,fj,en->fj,"and abimelech said, i wot not who hath done this thing: neither didst thou tell me, neither yet heard i of it, but to day.","sa tukuna o apimeleki, ""au sega ni kila, se o cei sa cakava na ka oqo: o iko sa sega ni tukuna vei au, se me'u rogoca me yacova na siga oqo. """
bible,genesis,bible|genesis|021|027,genesis,21,27,en,fj,en->fj,"and abraham took sheep and oxen, and gave them unto abimelech; and both of them made a covenant.","sa taura na sipi kei na bulumakau o eparaama ka solia vei apimeleki, ka ra sa cakava e dua na veiyalayalati."
bible,genesis,bible|genesis|021|028,genesis,21,28,en,fj,en->fj,and abraham set seven ewe lambs of the flock by themselves.,sa vakatala yani o eparaama e vitu na luve ni sipi vakataki ira ga.
bible,genesis,bible|genesis|021|029,genesis,21,29,en,fj,en->fj,"and abimelech said unto abraham, what mean these seven ewe lambs which thou hast set by themselves?","sa tarogi eparaama o apimeleki, ""na cava na kena i balebale oqo, na lami o sa vakatalai ira oqo? """
bible,genesis,bible|genesis|021|030,genesis,21,30,en,fj,en->fj,"and he said, for these seven ewe lambs shalt thou take of my hand, that they may be a witness unto me, that i have digged this well.","sa tukuna mai, ""mo taura mai ligaqu na lami oqo, me noqu i vakadinadina ni'u sa kelia na tobu oqo. """
bible,genesis,bible|genesis|021|031,genesis,21,31,en,fj,en->fj,wherefore he called that place beersheba; because there they sware both of them.,"sa vakayacani kina na vanua me perisepa, baleta ni rau sa bubului ena veiyalayalati e kea."
bible,genesis,bible|genesis|021|032,genesis,21,32,en,fj,en->fj,"thus they made a covenant at beersheba: then abimelech rose up, and phichol the chief captain of his host, and they returned into the land of the philistines.","e rau sa cakava na veiyalayalati e perisepa, sa tucake o apimeleki kei fikoli (nai liuliu ni mataivalu) ka rau sa lesu tale ki na vanua o filisitia."
bible,genesis,bible|genesis|021|033,genesis,21,33,en,fj,en->fj,"and abraham planted a grove in beersheba, and called there on the name of the lord, the everlasting god.","sa tea o eparaama e dua na vu ni tamarisi e perisepa, ka sa kaciva mai kea na yaca i jiova, na kalou sega ni mudu."
bible,genesis,bible|genesis|021|034,genesis,21,34,en,fj,en->fj,and abraham sojourned in the philistines' land many days.,sa lako voli o eparaama e lomai filisitia me vica vata na siga.
bible,genesis,bible|genesis|022|001,genesis,22,1,en,fj,en->fj,"and it came to pass after these things, that god did tempt abraham, and said unto him, abraham: and he said, behold, here i am.","sa oti kece na veika oqo, na kalou sa vakatovolei eparaama, ka tukuna vua, ""i eparaama, "" sa sauma mai, ""sai au oqo. """
bible,genesis,bible|genesis|022|002,genesis,22,2,en,fj,en->fj,"and he said, take now thy son, thine only son isaac, whom thou lovest, and get thee into the land of moriah; and offer him there for a burnt offering upon one of the mountains which i will tell thee of.","na kalou sa tukuna tale vua, ""mo kauta na luvemu, na luvemu tagane e dua ga o aisake, o koya, o sa daulomana, lako ki na vanua o moraia “la'ki vakacabori koya me i soro kama ena dua na ulunivanua au na tukuna vei iko. """
bible,genesis,bible|genesis|022|003,genesis,22,3,en,fj,en->fj,"and abraham rose up early in the morning, and saddled his ass, and took two of his young men with him, and isaac his son, and clave the wood for the burnt offering, and rose up, and went unto the place of which god had told him.","sa sou ena mataka o eparaama, sa vakarautaka na nona asa, ka kauta e rua na nona cauravou vata kei koya, kei aisake na luvena; sa taya na buka ni soro kama “sa tucake ka lako ki na vanua sa tukuna vua, na kalou."
bible,genesis,bible|genesis|022|004,genesis,22,4,en,fj,en->fj,"then on the third day abraham lifted up his eyes, and saw the place afar off.","ena i katolu ni siga, sa rai cake o eparaama, sa raica sara na vanua vakayawa."
bible,genesis,bible|genesis|022|005,genesis,22,5,en,fj,en->fj,"and abraham said unto his young men, abide ye here with the ass; and i and the lad will go yonder and worship, and come again to you.","sa tukuna o eparaama vei rau na nona cauravou, ""drau tiko eke kei na asa, na gone kei au, keirau na lako yani ka lotu vei jiova ka qai lesu tale mai vei kemudrau. """
bible,genesis,bible|genesis|022|006,genesis,22,6,en,fj,en->fj,"and abraham took the wood of the burnt offering, and laid it upon isaac his son; and he took the fire in his hand, and a knife; and they went both of them together.","o, eparaama sa kauta yani na buka ni soro kama ka vakataqara vei aisake, sa taura mai na buka e waqa kei nai sele, e rau sa lako vata yani."
bible,genesis,bible|genesis|022|007,genesis,22,7,en,fj,en->fj,"and isaac spake unto abraham his father, and said, my father: and he said, here am i, my son. and he said, behold the fire and the wood: but where is the lamb for a burnt offering?","sa taro o aisake, vei eparaama na tamana ka vaka: ""tamaqu, "" sa sauma yani, ""sai au oqo na luvequ, "" sa tukuna sara mai, ""raica na buka e waqa kei na kau me buka sa tu oqo, e vei ga na lami me i soro kama? """
bible,genesis,bible|genesis|022|008,genesis,22,8,en,fj,en->fj,"and abraham said, my son, god will provide himself a lamb for a burnt offering: so they went both of them together.","sa sauma yani o eparaama, ""na luvequ na kalou ena vakarautaka vei koya ga e dua na lami me i soro kama. "" e rau sa lako ruarua vata yani."
bible,genesis,bible|genesis|022|009,genesis,22,9,en,fj,en->fj,"and they came to the place which god had told him of; and abraham built an altar there, and laid the wood in order, and bound isaac his son, and laid him on the altar upon the wood.",e rau sa lako mai ki na vanua sa lesia na kalou. sa tara nai cabocabo ni soro o eparaama ka tuva na buka. sa vivigi aisake na luvena ka vakacabora ena i cabocabo ni soro ena dela ni buka sa tuvai tu.
bible,genesis,bible|genesis|022|010,genesis,22,10,en,fj,en->fj,"and abraham stretched forth his hand, and took the knife to slay his son.","o eparaama sa dodoka na ligana ka taura nai sele, me vakamatea nai soro (luvena)."
