domain,direction,source_id,source_text,target_text,semantic_cosine,semantic_flag_low
legal,en->fj,constitution|109(2)(d),"representing the state in court in any legal proceedings to which the state is a party, other than criminal proceedings; and","matataka na matanitu ena mataveilewai ena kisi kece e oka kina na matanitu, ia e sega ni wili kina na veilewai ni basulawa; kei na",0.030742064,True
legal,en->fj,constitution|109(2)(e),"performing any other functions assigned by this constitution, any written law, cabinet or the attorney-general.","dua tale na itavi e gadrevi ena yavunivakavulewa qo, lawa tabaki, boseyaco se na vunilawa.",0.07466843,True
legal,en->fj,constitution|109(3),"the chairperson of the commission must be a person who is, or is qualified to be appointed as a judge.","na jemeni ni matabose, me daunilewa se dua e rawa ni daunilewa. ----------------------- page -----------------------",-0.04487863,True
legal,en->fj,constitution|109(3)(a),granting a free or conditional pardon to a person convicted of an offence;,vagalalataki mai na itotogi e beitaki vua;,0.17072544,True
legal,en->fj,constitution|109(3)(b),"postponing the carrying out of a punishment, either for a specific or indeterminate period; or","tosoi na gauna me tau kina na totogi, ena gauna yalataki se dua na gauna e sega ni yalataki; se",0.16354206,True
legal,en->fj,constitution|109(3)(c),remitting all or a part of a punishment.,bokoca taucoko se bokoca e so na itotogi.,0.09763308,True
legal,en->fj,constitution|109(3)(i),"in the case of alleged misbehaviour—a tribunal, consisting of a chairperson and not less than other members, selected from amongst persons who hold or have held high judicial office in fiji or in another country; and","ena kisi ni itovo ca—na mataveivaqaqai, me lewena e dua na jemeni kei na tale, era digitaki mai vei ira na taura tiko se a taura tu na itutu levu ni mataveilewai e viti se vanuatani; kei na",0.1564922,True
legal,en->fj,constitution|109(3)(i)(ii),"in the case of alleged inability to perform the functions of office—a medical board, consisting of a chairperson and other members, each of whom is a qualified medical practitioner; ----------------------- page -----------------------","ena kena nanumi ni sega ni qarava rawa na nona itavi—na matabose ni bula me na lewena e dua na jemeni kei na rua tale, me rau vakaivola vakavuniwai.",0.0898528,True
legal,en->fj,constitution|109(4),the members of the commission shall be appointed for a term of years and shall be eligible for re-appointment.,na lewenimatabose ena veiqaravi me na yabaki ka rawa ni digitaki tale me veiqaravi.,-0.12154327,True
legal,en->fj,constitution|109(4)(a),must consider a report on the case prepared by—,e wilika na ripote ni kisi e vakarautaka na—,0.002858229,True
legal,en->fj,constitution|109(4)(b),must consider any other information derived from the record of the case or elsewhere that is available to the commission; and,me vakayagataka tale ga na itukutuku tale e so e vure mai na itukutuku ni kisi se na itukutuku mai taudaku e taura rawa na matabose ni veivosoti; ka,0.016582374,True
legal,en->fj,constitution|109(4)(c),may consider the views of the victims of the offence.,rawa vua na matabose me vakasamataka tale ga na nodra rai na vakaleqai ena kisi qo.,0.18638977,True
legal,en->fj,constitution|109(4)(i),the judge who presided at the trial; or,daunilewa e rogoca na kisi oya; se,0.12819372,True
legal,en->fj,constitution|109(4)(i)(ii),"the chief justice, if a report cannot be obtained from the presiding judge;","navosavakadua, kevaka e sega ni tauri rawa mai e dua na ripote mai vua na daunilewa a rogoca na kisi oya;",0.12954402,True
legal,en->fj,constitution|109(5),"the president may, on the recommendation of the judicial services commission following consultation by it with the attorney-general, appoint a person to act as a member of the commission during any period or during all periods, when there is a vacancy in the membership of the commission or when a member is absent from duty or from fiji or is, for any reason, unable to perform the functions of office.","na peresitedi e rawa ni digitaka e dua me taura vakatawa na itutu ni lewenimatabose, ena ivakasala ni matabose veiqaravi ni mataveilewai salamuria na nodra veitalanoa kei na vunilawa, ena gauna e lala kina na itutu se ena gauna e yali se gole kina vakacakacaka i vanuatani na lewenimatabose, se ena dua ga na inaki e sega ni qarava rawa kina na nona itavi.",0.010288574,True
legal,en->fj,constitution|109(6),"the members of the commission may be removed from office for inability to perform the functions of office (whether arising from infirmity of body or mind or any other cause) or for misbehaviour, and may not otherwise be removed.","na lewenimatabose ena rawa ni vakacegui mai na nona itutu ke sega ni qarava rawa na itavi lavaki (ke vu mai na tauvimate vakayago se vakasama, se ena dua tale na ka) se ena itovo ca, ka na sega ni vakacegui ena dua tale na iwalewale.",0.08622882,True
legal,en->fj,constitution|109(7),the procedure for removal of the members of the commission from office shall be the same as the procedure for removal of a judicial officer under section .,na ivakarau ni nona vakacegui na lewenimatabose me na tautauvata na ivakarau ni nodra vakacegui na daunilewa se vakailesilesi ni mataveilewai e digitaka na matabose veiqaravi ni mataveilewai me vaka e vakamacalataki ena tikina .,0.063060485,True
legal,en->fj,constitution|109(8),"the authority, functions and responsibilities of the commission shall be prescribed by written law, and a written law may make further provisions for the commission.","na kaukauwa, kei na itavi ni matabose e yavutaki ena lawa tabaki ka na rawa tale ga ni vakarautaki ena lawa tabaki na ikuri ni itavi ni matabose.",-0.035491787,True
legal,en->fj,constitution|109(8)(a),institute and conduct criminal proceedings;,tekivutaka ka qarava na veilewai ni basulawa;,0.056990325,True
legal,en->fj,constitution|109(8)(b),take over criminal proceedings that have been instituted by another person or authority (except proceedings instituted by the fiji independent commission against corruption); ----------------------- page -----------------------,qarava na veilewai ni basulawa sa tekivuna e dua se dua tale na matabose se tabacakacaka (vakavo na kisi eratou qarava na matabose tuvakaikoya me valuta na cakacaka butobuto);,0.15873118,True
legal,en->fj,constitution|109(8)(c),"discontinue, at any stage before judgment is delivered, criminal proceedings instituted or conducted by the director of public prosecutions or another person or authority (except proceedings instituted or conducted by the fiji independent commission against corruption); and",muduka ni se bera ni tau na lewa e dua na kisi ni basulawa e tekivutaka se valataka tiko na daireketa ni veibeitaki ni matanitu se dua na tamata se matabose se tabacakacaka (vakavo na veilewai eratou qarava na matabose tuvakaikoya me valuta na cakacaka butobuto); kei na,0.084193975,True
legal,en->fj,constitution|109(8)(d),intervene in proceedings that raise a question of public interest that may affect the conduct of criminal proceedings or criminal investigations.,"curubotea na veilewai e rawa ni vakavu taro vei ira na lewenivanua, ka rawa ni vakaleqa na veilewai ni basulawa se veivaqaqai ni basulawa. ----------------------- page -----------------------",0.004022494,True
legal,en->fj,constitution|109(9),"a written law shall provide the commission with the jurisdiction, authority and powers to receive and investigate complaints against permanent secretaries and all persons holding a public office.",na lawa tabaki ena solia vua na matabose na lewa kei na kaukauwa me ciqoma ka vaqaqa na kudru me baleta na vunivola tudei ni matanitu kei na vakailesilesi ni valenivolavola ni lewenivanua.,-0.077083886,True
legal,en->fj,constitution|109(9)(a),the public service commission—against any permanent secretary; or,matabose ni veiqaravi vakamatanitu–vua e dua na vunivola tudei; se,0.023172474,True
legal,en->fj,constitution|109(9)(b),"a permanent secretary, the solicitor-general, the director of public prosecutions or the secretary-general to parliament—against any person employed in their respective ministries or offices.","vunivola tudei, daunilawa levu, daireketa ni veibeitaki ni matanitu, se vunivola levu ni palimedi—vua e dua na vakailesilesi ena nona tabacakacaka se valenivolavola.",0.06437832,True
legal,en->fj,constitution|11,freedom from cruel and degrading treatment,galala mai na veivakalolomataki kei na itovo lolovira,0.18394488,True
legal,en->fj,constitution|110,term of office,gauna ni veiqaravi,0.14517023,True
legal,en->fj,constitution|111,removal of chief justice and president of the court of appeal for cause,vu ni vakacegui ni navosavakadua kei na peresitedi ni mataveilewai ni rogokudru,0.06811841,True
legal,en->fj,constitution|112,removal of judicial officers for cause,vu ni vakacegui ni vakailesilesi ni mataveilewai,0.09100534,True
legal,en->fj,constitution|113,remuneration of judicial officers,isau ni vakailesilesi ni mataveilewai,0.009584643,True
legal,en->fj,constitution|114,independent legal services commission,matabose ni lawa tuvakaikoya,-0.097466834,True
legal,en->fj,constitution|115,fiji independent commission against corruption,matabose tuvakaikoya e valuta na cakacaka butobuto,0.38604027,False
legal,en->fj,constitution|116,solicitor-general,daunilawa levu,0.20535874,True
legal,en->fj,constitution|117,director of public prosecutions,daireketa ni veibeitaki ni matanitu,-0.00808041,True
legal,en->fj,constitution|118,legal aid commission,matabose ni veivuke vakalawa,-0.07047875,True
legal,en->fj,constitution|119,mercy commission,matabose ni veivosoti,0.12073998,True
legal,en->fj,constitution|12,freedom from unreasonable search and seizure,galala mai na veivakasaqarai kei na veivesu vakailoa,0.20130344,True
legal,en->fj,constitution|120,public service disciplinary tribunal,mataveivaqaqai ni kudru ni cakacaka vakamatanitu,-0.13176948,True
legal,en->fj,constitution|121,accountability and transparency commission,matabose ni veiqaravi vakadodonu kei na veiqaravi savasava,0.02006593,True
legal,en->fj,constitution|122,"nothing in this chapter affects the continuance of a person in an office for which this chapter makes provision for, under an appointment made before the commencement of this constitution. ----------------------- page ----------------------- values and principles",na wase qo ena sega ni vakaleqa na itutu e virikotori ena wase qo ka sa tawani tiko mai ni bera ni vakayagataki na yavunivakavulewa qo. ----------------------- page ----------------------- veika me vakabibitaki ka rokovi,0.23004054,True
legal,en->fj,constitution|123,the values and principles of state service include—,na veika me vakabibitaki ka rokovi ena veiqaravi vakamatanitu e okati kina na—,0.0002708286,True
legal,en->fj,constitution|123(a),"high standards of professionalism, including professional ethics and integrity;","ivakatagedegede cecere ni veiqaravi, okati kina na ivakarau vinaka kei na dina;",0.070584096,True
legal,en->fj,constitution|123(b),prompt and faithful implementation of government policies and administration of laws;,kena vakayacori vakadodonu na ituvatuva ni matanitu kei na kena taurivaki na lawa;,0.081059076,True
legal,en->fj,constitution|123(c),being free from corruption;,galala mai na cakacaka vakabutobuto;,0.12099856,True
legal,en->fj,constitution|123(d),"efficient, effective and economic use of public resources;",vakayagataki vakamatau ni iyau ni matanitu;,-0.16126382,True
legal,en->fj,constitution|123(e),"prompt response to requests and questions from the public, and delivery of service to the public, in a manner that is respectful, effective, impartial, fair, and equitable;","na kena rogoci ka saumi totolo na vakatataro ni lewenivanua kei na nodra qaravi e na sala e veidokai, dodonu, veiganiti, savasava ka vakatautauvata;",0.037047315,True
legal,en->fj,constitution|123(f),accountability for administrative conduct;,nuitaki ena ivakarau ni veiqaravi;,0.035789855,True
legal,en->fj,constitution|123(g),"transparency, including—",cakacaka savasava me vaka na—,0.23723911,True
legal,en->fj,constitution|123(h),"cultivation of good human resource management and career development practices, to maximise human potential; and",vakayacori vakadodonu na vakatulewa ni tamata cakacaka kei na vakatoroicaketaki ni cakacaka e curumi me rawa ni taucoko na cakacaka; kei na,-0.006515611,True
legal,en->fj,constitution|123(i),"objectivity, impartiality and fair competition; and","veitalanoa raraba, kua ni vakatabakidua, ka me valataki vakasavasava; kei na",0.20064247,True
legal,en->fj,constitution|123(i)(ii),"ability, education, experience and other characteristics of merit. public officers must be citizens","rawati ni veika lavaki, vuli, kila vakacakacaka kei na vei rawaka tale e so. mera lewenivanua tudei na cakacaka vakamatanitu",-0.0012594238,True
legal,en->fj,constitution|124,a person or authority exercising power to appoint a person to a public office (other than an office for which chapter makes provision) must not appoint a person who is not a citizen except with the approval of the prime minister. public service commission .—() the public service commission established under the state services decree continues in existence. ----------------------- page -----------------------,"e dua na tamata, se matabose, se tabacakacaka e digitaka e dua na vakailesilesi ni valenivolavola ni lewenivanua (sega ni okati na valenivolavola e virokotori ena wase ) me kua ni digitaka e dua e sega ni lewenivanua e viti, vakavo kevaka sa vakadonuya na paraiminisita. ----------------------- page ----------------------- matabose ni cakacaka vakamatanitu .—() na matabose ni cakacaka vakamatanitu e tauyavutaki ena dikiri ni veiqaravi vakamatanitu , me na tomani tiko ga.",0.12599212,True
legal,en->fj,constitution|124(10),"the members of the commission referred to in subsection ()(d) or (e) may be removed from office for inability to perform the functions of office (whether arising from infirmity of body or mind or any other cause) or for misbehaviour, and may not otherwise be removed.","na lewenimatabose e vakamacalataki ena wasetiki ()(d) se na (e) ena rawa ni vakacegui mai na nona itutu ke sega ni qarava rawa na itavi lavaki (ke vu mai na tauvimate vakayago se vakasama, se ena dua tale na ka) se ena itovo ca, ka na sega ni vakacegui ena dua tale na iwalewale.",0.13434997,True
legal,en->fj,constitution|124(11),removal from office of the members of the commission referred to in subsection ()(d) and (e) must be pursuant to subsection ().,na veivakacegui mai na dua na itutu ni lewenimatabose e vakamacalataki ena wasetiki ()(d) kei na (e) me salavata kei na wasetiki ().,0.19372481,True
legal,en->fj,constitution|124(12)(a),the chief justice appoints—,digitaka na navosavakadua –,0.03199601,True
legal,en->fj,constitution|124(12)(b),the tribunal or medical board enquires into the matter and furnishes a written report of the facts to the president and advises the president of its recommendation whether or not the member of the commission referred to in subsection ()(d) or (e) should be removed from office; and,"na mataveivaqaqai se matabose ni bula me dikeva na leqa qo qai vakarautaka e dua na kena ripote vua na peresitedi, na vakasalataka na peresitedi ena nona vakatutu kevaka me vakacegui se sega na lewenimatabose e vakamacalataki ena wasetiki ()(d) se (e); kei na",0.044775765,True
legal,en->fj,constitution|124(12)(i),"in the case of alleged misbehaviour—a tribunal, consisting of a chairperson and not less than other members, selected from amongst persons who hold or are qualified to hold the office of a judge; and","ena kisi ni itovo ca—na mataveivaqaqai, me lewena e dua na jemeni ka sega ni lailai mai na tale me lewena, e digitaki mai vei ira era taura tiko se era na rawa ni taura na itutu ni daunilawa ni mataveilewai e cake; kei na",0.048366293,True
legal,en->fj,constitution|124(12)(i)(ii),"in the case of alleged inability to perform the functions of office—a medical board, consisting of a chairperson and other members, each of whom is a qualified medical practitioner;","kena nanumi ni na sega ni qarava rawa na nona itavi—na matabose ni bula me na lewena e dua na jemeni kei na rua tale, me rau vakaivola vakavuniwai;",0.09518084,True
legal,en->fj,constitution|124(13),"the president on the advice of the chief justice following consultation by the chief justice with the attorney-general may, on such terms and conditions as he or she deems fit, suspend the member of the commission referred to in subsection ()(d) or (e) from office pending investigation and pending referral to and appointment of a tribunal or a medical board under subsection (), and may at any time, revoke the suspension.","na peresitedi, ena vakasala ni navosavakadua salamuria na nodrau veitalanoa kei na vunilawa, e rawa ni vakaceguya tuvakawawa e dua na lewenimatabose e vakamacalataki ena wasetiki ()(d) se (e) ena gauna e vakayacori kina na veivaqaqai kei na kena soli vua ka tauyavutaki na mataveivaqaqai se matabose ni bula ena wasetiki () ka rawa tale ga ni laveta na ivakaro tuvakawawa. ----------------------- page -----------------------",0.030333878,True
legal,en->fj,constitution|124(14),the suspension of the member of the commission referred to in subsection ()(d) or (e) from office under subsection () ceases to have effect if the president determines that the person should not be removed from office.,"na kena vakacegui tuvakawawa ena wasetiki () na lewenimatabose e vakamacalataki ena parakaravu (d) se (e) ena wasetiki (), ena mudu kevaka e sa vakadeitaka na peresitedi me na kua ni vakacegui na lewenimatabose.",0.13756984,True
legal,en->fj,constitution|124(15),"the report of the tribunal or the recommendations of the medical board, as the case may be, made under subsection () shall be made public. functions of the constitutional offices commission",na ripote ni mataveivaqaqai se na vakatutu ni matabose ni bula e vakarautaki ena wasetiki () me na vakaraitaki raraba. itavi ni matabose ni valenivolavola ni yavunivakavulewa,0.02000326,True
legal,en->fj,constitution|124(2),the commission shall consist of—,na matabose me na lewena na—,0.045770142,True
legal,en->fj,constitution|124(2)(a),"the prime minister, who shall be the chairperson;","paraiminisita, me jemeni;",0.30535546,True
legal,en->fj,constitution|124(2)(b),the leader of the opposition;,iliuliu ni itoniveisaqa;,0.25639528,True
legal,en->fj,constitution|124(2)(c),the attorney-general;,vunilawa;,0.31217647,True
legal,en->fj,constitution|124(2)(d),persons appointed by the president on the advice of the prime minister; and,tale me digitaka na peresitedi ena ivakasala ni paraiminisita; kei na,0.17428425,True
legal,en->fj,constitution|124(2)(e),person appointed by the president on the advice of the leader of the opposition.,me digitaka na peresitedi ena ivakasala ni iliuliu ni itoniveisaqa.,0.053836107,True
legal,en->fj,constitution|124(3),the commission may regulate its own procedure and may make such rules and regulations as it deems fit for regulating and facilitating the performance of its functions.,na matabose e rawa ni vakalawataka na nona ituvatuva ni veiqaravi ka rawa tale ga ni vakadavora e so na lewa se lawasau e gadrevi me baleta na kena qaravi na itavi.,-0.01234705,True
legal,en->fj,constitution|124(4),the commission shall provide regular updates and advice to parliament on any matter relating to its functions and responsibilities.,na matabose me na solia wasoma na itukutuku kei na ivakasala vua na palimedi me baleta na nona itavi kei na kena qaravi.,-0.12689142,True
legal,en->fj,constitution|124(4)(a),"to appoint permanent secretaries, with the agreement of the prime minister;",digitaka na vunivola tudei ena nona veivakadonui na paraiminisita;,0.064734235,True
legal,en->fj,constitution|124(4)(b),"to remove permanent secretaries, with the agreement of the prime minister;",vakaceguya na vunivola tudei ena nona veivakadonui na paraiminisita;,0.06743346,True
legal,en->fj,constitution|124(4)(c),to institute disciplinary action against permanent secretaries; and,totogitaka na vunivola tudei; ka,0.21050471,True
legal,en->fj,constitution|124(4)(d),"to make such other appointments and perform such other duties, functions and responsibilities as may be prescribed by written law.","cakava e so tale na veidigitaki, qarava na itavi tale e so me vaka e vakamacalataki vakalawa.",-0.004654888,True
legal,en->fj,constitution|124(5),"in the performance of its functions or the exercise of its authority and powers, the commission shall be independent and shall not be subject to the direction or control of any person or authority, except by a court of law or as otherwise prescribed by written law. ----------------------- page -----------------------","ena vakayagataki ni kaukauwa ena tikina qo, na matabose ena sega ni vakarogoca na vakatulewa ni dua tale na tamata, se matabose, se tabacakacaka, vakavo ke vakarota na mataveilewai se virikotori ena yavunivakavulewa qo se na lawa tabaki.",0.10524303,True
legal,en->fj,constitution|124(5)(a),to appoint persons to the republic of fiji military forces;,digitaka na vakailesilesi ni tabana ni mataivalu e viti; .,0.036639456,True
legal,en->fj,constitution|124(5)(b),to remove persons from the republic of fiji military forces; and,vakacegui ira mai na tabana ni mataivalu e viti; ka,0.0209625,True
legal,en->fj,constitution|124(5)(c),"to take disciplinary action against persons in the republic of fiji military forces, and all written laws governing the republic of fiji military forces shall be construed accordingly. ----------------------- page -----------------------","totogitaki ira na vakailesilesi ena tabana ni mataivalu e viti, kei na lawa tabaki kece e vauca na tabana ni mataivalu e viti me na vakadewataki vakamatau. ----------------------- page -----------------------",0.25375897,True
legal,en->fj,constitution|124(6),the quorum for the meetings of the commission shall consist of the chairperson and other members.,na iwiliwili vakabau ena bose ni matabose me na lewena na jemeni kei na rua tale na lewena.,-0.011218946,True
legal,en->fj,constitution|124(6)(b),"the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit;","ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri ena veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka;",-0.054400433,True
legal,en->fj,constitution|124(7),the secretary of the commission shall be the solicitor-general.,na vunivola ni matabose na daunilawa levu. ----------------------- page -----------------------,0.0005094744,True
legal,en->fj,constitution|124(7)(a),to appoint persons to the fiji corrections service;,digitaka na vakailesilesi ni tabana ni veivakadodonutaki e viti;,-0.022093147,True
legal,en->fj,constitution|124(7)(b),to remove persons from the fiji corrections service; and,vakacegui ira mai na tabana ni veivakadodonutaki e viti; ka,-0.059028085,True
legal,en->fj,constitution|124(7)(c),"to take disciplinary action against persons in the fiji corrections service, and all written laws governing the fiji corrections service shall be construed accordingly. ----------------------- page -----------------------","totogitaki ira na vakailesilesi ena tabana ni veivakadodonutaki e viti, kei na lawa tabaki kece e vauca na tabana ni veivakadodonutaki e viti me na vakadewataki vakamatau. ----------------------- page -----------------------",0.20601724,True
legal,en->fj,constitution|124(8),the members of the commission referred to in subsection ()(d) and (e) hold office for a term of years and are eligible for re-appointment.,na lewenimatabose e vakamacalataki ena wasetiki (d) kei na (e) me na veiqaravi me na yabaki ka rawa ni na digitaki tale me veiqaravi.,0.05607041,True
legal,en->fj,constitution|124(9),"the members of the commission referred to in subsection ()(d) and (e) are entitled to such remuneration and allowances as determined by the president, and the remuneration and allowances must not be varied to their disadvantage during their term in office, except as part of an overall austerity reduction similarly applicable to all officers of the state.","na lewenimatabose e vakamacalataki ena wasetiki ()(d) kei na (e) me na saumi ena isau ni veiqaravi kei na oco e vakatautaka na peresitedi, na isau kei na oco me kua ni veisautaki ena gauna ni nodra veiqaravi vakavo ke vakayacori e dua na veisau me vakalailaitaki kina na isau, ia na veisau me vakayacori vakatautauvata vei ira kece na vakailesilesi vakamatanitu.",0.08765066,True
legal,en->fj,constitution|125,public service commission,matabose ni cakacaka vakamatanitu,-0.055216443,True
legal,en->fj,constitution|126,functions of the public service commission,itavi ni matabose ni cakacaka vakamatanitu,0.017814772,True
legal,en->fj,constitution|127,permanent secretaries,vunivola tudei,0.2207728,True
legal,en->fj,constitution|128,appointment of ambassadors,digitaki ni mata e vanuatani,0.03653863,True
legal,en->fj,constitution|129,fiji police force,tabana ni ovisa,0.14200866,True
legal,en->fj,constitution|13,rights of arrested and detained persons,dodonu ni tamata tauri vakavesu kei na tamata vesu vakawawa,0.09487173,True
legal,en->fj,constitution|130,fiji corrections service,tabana ni veivakadodonutaki e viti,0.07576692,True
legal,en->fj,constitution|131,republic of fiji military forces ----------------------- page -----------------------,tabana ni mataivalu e viti ----------------------- page -----------------------,0.39097556,False
legal,en->fj,constitution|132,constitutional offices commission,matabose ni valenivolavola ni yavunivakavulewa,0.041175984,True
legal,en->fj,constitution|133,"the constitutional offices commission has such functions and responsibilities as prescribed in this constitution or by any other written law, and shall be responsible for providing advice to the president for the appointment of the following offices—","na matabose ni valenivolavola ni yavunivakavulewa e yavutaki na nona itavi ena yavunivakavulewa qo kei na lawa tabaki tale e so, me soli ivakasala vua na peresitedi ena kena digitaki na—",-0.025728054,True
legal,en->fj,constitution|133(a),the chairperson and the members of the human rights and anti- discrimination commission;,jemeni kei ira na lewena na matabose ni dodonu ni tamata kei na valuti ni veivakaduiduitaki;,0.08066589,True
legal,en->fj,constitution|133(b),the chairperson and the members of the electoral commission;,jemeni kei ira na lewena na matabose ni veidigidigi;,0.06598293,True
legal,en->fj,constitution|133(c),supervisor of elections;,iliuliu ni veidigidigi;,6.2366016e-05,True
legal,en->fj,constitution|133(d),secretary-general to parliament;,vunivola levu ni palimedi;,0.0025421232,True
legal,en->fj,constitution|133(e),the chairperson and the members of the public service commission;,jemeni kei na lewe ni matabose ni veiqaravi vakamatanitu;,0.012821805,True
legal,en->fj,constitution|133(f),commissioner of police;,komisina ni ovisa;,0.4556654,False
legal,en->fj,constitution|133(g),commissioner of the fiji corrections service;,komisina ni tabana ni veivakadodonutaki;,0.14837521,True
legal,en->fj,constitution|133(h),commander of the republic of fiji military forces;,komada ni mataivalu e viti;,0.047602937,True
legal,en->fj,constitution|133(i),auditor-general; and,daunifika levu; kei na,0.12147391,True
legal,en->fj,constitution|133(j),governor of the reserve bank of fiji. application,kovana ni baqe ni maroroi ilavo e viti. ni lewenivanua vakayagataki,0.09161264,True
legal,en->fj,constitution|134,this part applies to—,na tabana qo e baleta na—,0.34987718,True
legal,en->fj,constitution|134(2),"subsection () does not apply to revenue or moneys that are payable by or under a written law into some other fund established for a specific purpose or that may, by or under a written law, be retained by the authority receiving them for the purposes of defraying the expenses of that authority. appropriations to be authorised by law","na matabose se mataveivaqaqai e kovuti ena tikina qo, e rawa ni vakarautaka vakalawa na ivakarau ni kena qaravi tavi. ----------------------- page -----------------------",0.093266904,True
legal,en->fj,constitution|134(3),if a written law permits the waiver or variation of any tax or fee—,"na vakatulewa ni matabose se mataveivaqaqai e kovuti ena tikina qo ena gadreva na duavata ni lewe levu ni lewenimatabose, ka na rawa ni vakatulewa tiko ga kevaka e sega ni tiko e dua na lewenimatabose, ia kevaka e sa vakayacori na veidigidigi me vakadeitaki kina e dua na taro, ka mai tai na digidigi, o koya e liutaka na bose e na vakayagataka na nona dodonu ni digidigi.",0.080590844,True
legal,en->fj,constitution|134(3)(a),a record of each waiver or variation must be maintained together with the reason for it; and,matabose ni valenivolavola ni yavunivakavulewa me na digitaka—,0.00023538247,True
legal,en->fj,constitution|134(3)(b),"each waiver or variation, and the reason for it, must be reported to the auditor-general.",na mataveivaqaqai se matabose ni bula me dikeva na leqa qo qai vakarautaka e dua na kena ripote vua na peresitedi ka veivakasalataki ena vakatutu kevaka me vakacegui se sega o koya e taura na itutu ena tabana qo; kei na,0.009956159,True
legal,en->fj,constitution|134(3)(c),"in deciding whether or not to remove the person concerned from office, the president must act in accordance with the advice of the tribunal or medical board, as the case may be.","kena vakatulewataki na vakacegui ni dua e taura na itutu ena tabana qo, na peresitedi me na vakatulewa vakamatau ka salavata na ivakasala ni mataveivaqaqai se na matabose ni bula.",-0.0401486,True
legal,en->fj,constitution|134(3)(i),"in the case of alleged misbehaviour—a tribunal, consisting of a chairperson and not less than other members, selected from amongst persons who hold or are qualified to hold the office of a judge; and","ena kisi ni itovo ca—na mataveivaqaqai, me lewena e dua na jemeni kei na tale, era digitaki mai vei ira era taura tiko se era na rawa ni taura na itutu ni daunilewa; kei na ----------------------- page -----------------------",0.05656788,True
legal,en->fj,constitution|134(4),"no law may exempt, or authorise the exemption of, a public officer from payment of any tax or fee by reason of—","vakavo ke vakarautaki ena tikina qo, na matabose se mataveivaqaqai e kovuti ena tikina qo me na vakalawataka na nona ituvatuva ni veiqaravi.",0.030746356,True
legal,en->fj,constitution|134(5),"in the performance of its functions or the exercise of its powers, a commission, tribunal or board to which this section applies is not subject to the direction or control of any other person or authority, except as otherwise provided by this constitution.","ena nona qaravi itavi se na vakayagataki ni nona kaukauwa, na matabose se mataveivaqaqai e sega ni okati ena idusidusi se vakatulewa ni dua tale na tamata, se matabose, se tabacakacaka, vakavo ke vakarautaki ena yavunivakavulewa qo.",0.095603734,True
legal,en->fj,constitution|134(6),"nothing in subsection () limits the responsibility of the government for the structure of the state service, nor the government’s general policy responsibility for the management of the state service.","e sega ni dua na tikina ena wasetiki () e yalana na itavi ni matanitu me baleta na ituvatuva ni veiqaravi vakamatanitu, se na polisi me baleta na cicivaki ni veiqaravi vakamatanitu.",0.1682074,True
legal,en->fj,constitution|134(6)(a),human rights and anti-discrimination commission;,matabose ni dodonu ni tamata kei na valuti ni veivakaduiduitaki;,-0.0031284261,True
legal,en->fj,constitution|134(6)(b),electoral commission;,matabose ni veidigidigi;,0.05078721,True
legal,en->fj,constitution|134(6)(c),judicial services commission;,matabose veiqaravi ni mataveilewai;,-0.034596365,True
legal,en->fj,constitution|134(6)(d),legal aid commission;,matabose ni veivuke vakalawa;,-0.0903986,True
legal,en->fj,constitution|134(6)(e),mercy commission;,matabose ni veivosoti;,0.059607234,True
legal,en->fj,constitution|134(6)(f),public service disciplinary tribunal; ----------------------- page -----------------------,mataveivaqaqai ni kudru ni veiqaravi vakamatanitu;,-0.05317475,True
legal,en->fj,constitution|134(6)(g),accountability and transparency commission;,matabose ni veiqaravi vakadodonu kei na veiqaravi savasava;,0.022315983,True
legal,en->fj,constitution|134(6)(h),public service commission;,matabose ni veiqaravi vakamatanitu;,-0.034950927,True
legal,en->fj,constitution|134(6)(i),constitutional offices commission; and,matabose ni valenivolavola ni yavunivakavulewa; kei na,0.028568909,True
legal,en->fj,constitution|134(6)(j),any tribunal or medical board established or appointed under this,mataveivaqaqai se na matabose ni bula e tauyavutaki se digitaki ena,0.008479539,True
legal,en->fj,constitution|134(7),"in addition to the functions conferred on it by or under this constitution, a commission, tribunal or board to which this section applies has such powers and other functions (if any) as are prescribed by written law.","ena ikuri ni itavi e soli vua ena yavunivakavulewa qo, na matabose se mataveivaqaqai e tiko vua na kaukauwa kei na itavi tale e so (kevaka e vakarautaki) me vaka e vakarautaki vakalawa.",-0.0038085068,True
legal,en->fj,constitution|134(8),"the validity of the transaction of business of a commission, tribunal or board to which this section applies is not affected if a person who was not entitled to do so took","ena sega ni vakaleqai na veiqaravi ni matabose se mataveivaqaqai, kevaka e dua e sega ni dodonu me mai vakaitavi, a mai vakaitavi.",0.061854985,True
