domain,sentence_type,direction,source_text,target_text,alignment_method,quality_flags,notes,source_doc
dictionary,lexeme_gloss,en_to_fj,ceremony. close connection to super-tribe dewala and the early history of bau island.,installation,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"a very close relationship with bau. curiously, this title has no extensive territory and no",the origin has,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,tribe. n. l. c. official report lists the title as na sau. (tribe dewala itself has become fragmented and dispersed widely.),direct control over any extensive,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,n. first-born baby of a mother. see ulumatua.,gonevou,parse_gatty_basic+invert,has_see;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"(or) gone ni vuli n. school child(ren), young student.",gonevuli,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. motivation, physical energy. tovolea ena nomu gu taucoko. try with all your might. e malumalumu na nodratou gu. their (several) motivation is weak.",gu,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. force of effort with powerful motivation. e kaukauwa na nodratou igu. their powerful force is strong. nomu igu! give all your effort ! (yelled at athletes). gudea vakaigu to shake it vigorously, energetically. igu matua diligent, diligence. vinaka na igu matua . thanks for trying hard. vagugu, vagugutaka v. to hum, as of a melody, usually when the words have been forgotten. gu, guta, gutaka, guraka v. to apply effort. gu vakaukauwa to try hard. guta vakaukauwa to try hard for it. guraka! really go for it ! idiom: lai guguraki v. go to the toilet (to defecate). this is socially polite usage, more common in the",igu,parse_gatty_basic+invert,has_idiom;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"than the bauan term veka. perhaps the most frequently used polite term is the verb valelailai, referring to the physical toilet itself. (no such facility in earlier days. faeces were concealed to avoid black magic.) idiom: gu vaka tina-ni-gone to try very hard, like a woman giving birth. idiom: vagugu v. to rush wildly. rau sa vagugu yani me rau yacova rawa made ga na gusu ni qara.",highlands,parse_gatty_basic+invert,has_idiom;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,(two) rushed over to reach the mouth of the cave.,they,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"adj . lacking motivation, energy, lazy . gu-ca-taka v. to fail to apply oneself at something. syn. gu ce.",gu ca,parse_gatty_basic+invert,has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"adj ., adv. hasty, forceful, slipshod, of a person, or some work or action. guce, guce-taka v. to fail by lack or motivation or energy, not to be interested or motivated, to give up the effort. ira sa guce ena vaqarai iratou. they (many) failed in the search for them (few). gude, gudea, guderaka . v. to cradle in the arms and gently rock, as with a baby. gude, gudea . v. to shake. gudea na vunikau me lutu na vuana shake the tree so the fruit will fall. gude! shake it ! supportive cry to dancers (taralala, tamure or disco dance, not meke). gudea na ""cocktail"" shake the cocktail. syn. gede, gedea . gudu, guduva . v. (colo east) to pull out, off with the hands. (electric plug, vines off a fruit-tree). syn. gutu, gutuva. gudu, guduva . v. to cut off. igudu piece of something that has been cut off. syn. gutu, gutuva.",gu calucalu,parse_gatty_basic+invert,has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. (archaic) type of sharp-edged, oar-shape warclub, much less wide than the kinikini. guileca, guilecava v. to forget. see leca. guiguileca adj . forgetful. na guiguileca n. the loss of memory.",gugu,parse_gatty_basic+invert,has_see;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"hard-to-forget, unforgettable. syn. lecava. see liaca. gule, gulea v. to press or push back and forth, to test the firmness, as of a tooth possibly loose, of a newly placed house-post in the ground to test its solidarity. gunu, gunuva v. to drink, drink it. me gunu di na bilo yaqona drink dry the cup of yaqona. gunuva",guiguilecavi dredre,parse_gatty_basic+invert,has_syn;has_see;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,drink it dry. vagunuva na ose water the horse (give water to drink). sa gunu vinaka. that,maca,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"(of beverage). syn. (kadavu) somi, somica. idiom: dau vagunu person who dispenses herbal medicines.",tastes good,parse_gatty_basic+invert,has_idiom;has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"sevusevu v. to drink water from cupped hands, a relatively modern custom outdoors. more traditionally, fij ians drank directly from streams, putting their face to the water, or from water vessels,",gunu,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"the mouth, with the vessel several inches from the face. cups as such never",by pouring the water into,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"(bilo) for drinking kava and no other liquid. originally, bilo referred just to human knee-caps.",existed before the introduction of coconut cups,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. installation of a chief (by having him drink the ceremonial cup of kava offered), a custom of most but not all fij ian tribes. for some territories it is said that no installation ceremony is necessary",veivagunuvi,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"as to the rightful successor.) some christian sects now forbid their members to drink kava. vagunuvi installed, of a chief, having drunk the installation cup of yaqona. igunugunu . n. flavour, taste of a drink (or melon, orange, ice cream). igunugunu . n. source for drinking water for a village or community.",when there is no dispute,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. colourful damsel fish of the reef, various species in various colours, but of the same shape,",guru,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"algae, often fearless of people. unaffected by poison cells of anemone. with tough prickly",feeding on,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"and tough skin, guru is usually grilled on a fire and then skinned. dorsal spines make the fish",scales,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"to handle. this fish has special significance to waimaro highlanders of serea and their distant kinfolk who migrated to the shores of southern viti levu, centred around village muaivuso. there it is",hard,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,". n. mouth. gusuniwai river-mouth. gusu coci harelip, cleft lip. gusu bona bad breath, halitosis. gusu kaukauwa ""big mouth "", outspoken, rough mannered. gusu ca or gusugusu ca backbiter, gossip, uses rough language. gusugaga spiteful, hurtful, nasty. gusu tete broad-lipped (tete lit. spread-out). gusu kabasu cannot keep a secret. gusu macala clear speaker. gusu macamaca voluble, never at a loss for words. gusu wa or gusa tabu wawa to talk on and on, incessant talker.",gusu-na,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"ni vosa spokesman. gusu-sika one who cannot keep a secret. gusu totolo n. rapid talker, a",gusu,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"many fijians, especially in broadcasting; fij ian speech in general is much faster than virtually all polynesian speech .",characteristic of,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,". n.,v. spokesperson, spokesman, with a possessive pronoun suffix; as a verbal form, to speak",gusu-na,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,(several) of us fijians who are in new zealand.,speak for those,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,adj . verbal or oral (not written).,vakagusu,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,(anglicism) n. microphone; spokesperson.,gusu ni vosa,parse_gatty_basic+invert,has_anglicism;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,ineffectual talk just for the sake of appearances.,gusu rairai,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"as in na wili gusutaki the reading aloud, reciting, mouthing the words.",gusutaki,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"adj . loquacious with futile talk, babbler. guta v. refers to a strong feeling of missing someone, or longing to be with someone. e guta na lomaqu meu raici kemuni. i long to see you. guta v. (vanua levu) to take it all, using force if necessary, not leaving anything. gutu, gutuva, gutulaka v. to snap off (twig, string) or pull out and off with the hands (electric plug,",gusuwa,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"off a fruit-tree), sever, cut off (rope, cloth from a bolt of cloth), separate off. gutugutu,",vines,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"snap off in pieces (string, vine). syn. gudu, guduva. using an axe or heavy knife on sticks of wood, this word implies chopping across the grain. may be used figuratively as in tagutuvi mai na",gutugutuva,parse_gatty_basic+invert,has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"vanua dina of a people, cut off, separated from their own true land. this has been said of",nodra,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"people, expelled from ovalau by cakobau. ragutu or cagutu snapped off, severed, without that being deliberately done.",lovoni,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. seabird, sula spp., brown booby or masked booby (never nest in trees) or red-footed booby (nests in trees), sula sp., both very common. syn. toro, vava-biau.",gutulei,parse_gatty_basic+invert,has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"v. to run for one's life, to flee. gutuwa-taka desperately run off with it.",gutuwa,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,city. quite a few noun-forms begin with the letter i when the noun-form is adapted from a verbal root-form.,the i in the word,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"""the knife"" na isele is adapted from the verb “to cut” sele, seleva. by cabinet dictum in march , that i should be attached as part of the noun-form. nonetheless, in much common writing in fiji, the word can often still be seen as nai sele or na isele. in this dictionary that word would appear",thus the word for,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"the letter s, first letter of the root-word sele. in ordinary, fast speech, one might not always hear the letter i that precedes many nouns.",alphabetically under,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,". of, an abbreviation of ni as in: tama i seru father of seru .",i,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,". to (or) to the, an abbrev. of ki or ki na. siro sobu ki matasawa go down to the beachfront.",i,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,". alternative, regional pronounciation for the prefix “e” in word combinations helping to indicate direction. i ra, ira or e ra below (or downwind). i cake (or) e cake above (or upwind) . those words sometimes used as a suffix to a place-name, as in nananu-ira island.",i,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,". an attached prefix that indicates a noun adapted from a verbal root-form : isele knife (from the verb “cut” sele); idabedabe seat, chair, saddle (from the verb “to sit” dabe). some fijians prefer to see that “i” float alone, unattached to the noun.",i,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,. v. to go. ia mai! come here ! ia i suva go to suva. syn. lako. (vanua levu) la ’o.,ia,parse_gatty_basic+invert,has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,". word that stands alone, indicating a pause, meaning “well, . . .” ia ! . said rather forcefully, this can be the equivalent of “hey, you !”, catching a person ’s attention.",ia,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,". (or) ia ka but, used as a conjunction (isema) in a sentence. au via lako ia sa sega ni rawa. i want to go but it is not possible. ia, iataka . v. to take place, occur, to be performed or done. sa ia tiko na bose the meeting is taking place. iataka na meke to perform the exhibition-dance. iauwe! emotional interj ection, when a person is surprised, amazed, fatigued, suddenly sorrowful. syn. oiauwe.",ia,parse_gatty_basic+invert,has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. mat. ibe ni moce sleeping mat. ibe ni kana mat for serving meals, of cotton cloth or woven",ibe,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,leaves. ibe vulavula woven mat with no coloured fringe of wool (kula) and no blacking (somo) from dyed pandanus leaves. ibe vakula mat fringed with colourful wool (formerly red feathers (kula). ibe kilukilu course-woven floor mat (kilu refers to the plain finishing edge with no fringe).,pandanus,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"a type of mat unique to udu, macuata province, having no fringe but a very strong, straight edge. ibe vakabati mat with several layers of wool fringe for covering a bed. bati ni vasua mat with",kiluvatu is,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"saw-tooth edges. ibe pap ua decorative mat with intricately interwoven black geometric design,",large,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,island (and some overseas melanesian places). ibe vakavutuvutu mat with finely sliced,made on gau,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"fringe. ibe kuta (or) ibe sasa mat made from sedge, a specialty of bua; it is softer but less durable; traces years old have been found at sigatoka sand dunes. ibe ni tonga round mat used",pandanus,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"dining tables. tabu kaisi refers to a very high quality , fine mat made at ono island, southern lau. most mats are made with leaves of voivoi, pandanus sp., about leaves needed for one sleeping mat, some four feet wide and seven feet long, but as many as may be used. a floor mat is referred to as icoco. ibe ni valagi rug or carpet. syn. for mat (west, vanua levu) loga. (lau) yaba.",under,parse_gatty_basic+invert,has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. edible type of worm, often found buried in sand, eaten raw or used as bait, siphonosoma australe. syn. bou. idi . (eng.) n. inch. e lima na idi. five inches. idi . (eng.) n. hinge.",ibo,parse_gatty_basic+invert,has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. india, indian person, people. kaiidia indian (person), more politely , turaga ni idia or marama ni",idia,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,indian gentleman or indian lady.,idia,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,(eng.) n. engine. idini cavu outboard motor. punts with outboard engines have replaced the sailing,idini,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"so common at mid-century. idini dabe refers to a boat engine that is installed, not readily removable. idini ni cina generator to produce electricity.",cutters,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"(eng.) n. engineer, mechanic.",idinia,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"(eng.) england. bolatagane is an older term, more honorific. peretania great britain .",igiladi,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,(eng.) egypt.,ijipita,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"(polyn.) n. fish. ika vuka flying fish. ika bau sp. of river fish, eliotris melanosoma or ophieleotris aporos, syn. (kadavu) vorina, (west) miqa. ika ni wai droka fresh water fish. ika droka raw fish,",ika,parse_gatty_basic+invert,has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"ikadroka flagtail, kuhlia rupestris. ika ni laca sailfish , istiophorus sp., ika toa lion fish (see below), ika vavi oven-cooked fish. ika tavu grilled fish. ika vakalolo fish cooked in coconut cream. tobo, toboka na ika catch the fish. syn. (eastern macuata) koli. (western macuata) qoli, (colo east) ilava. (tonga) ika. idiom: tobo ika ena vanua mamaca. lit. catch fish on dry land, i.e., attempt the impossible.",but,parse_gatty_basic+invert,has_idiom;has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. sea turtle, any kind. may also refer to a live fish.",ika bula,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. a kind of mullet, cestraeus sp., a significant source of food from rivers. viti levu highlanders caught these in community efforts with large nets, using stone sinkers, and divers to guide the net and",ika loa,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,the fish. these stone sinkers (vatu-kata-i-lawa) were the only stone implements ever used by highlanders.,drive,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. sailfish , long-beaked with a huge dorsal fin, the usually migratory istiophorus sp., rarely if",ika ni laca,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"caught by early fijians but now available as people now fish outside the reefs. the flesh is not preferred, partly because of the frequently found holes in the flesh caused by parasitical worms.",ever,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"darkish coloured, sailfish skin sparkles with colour and glistening silver when the fish is excited. they travel in small groups but can come together in large groups, male and female together,",normally,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"toa . (or) ikatotoa (or) tokalou lion fish, butterfly fish, lactoria cornuta, formerly listed as pterois volitans. beautiful, floating fins with very long dorsal and pectoral fins equipped with poisonous spines, unfrightened of visitors, confident in its armament. ika toa . box fish, square in cross-section, very tough body and skin but with a delicious, tender slab of meat on its back that resembles a chicken breast.",ika,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,(or) iike n. wooden pounder to beat bark-cloth.,ike,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"a dance motion, to turn sharply the body to face left or right. ta iki turned in this way (here the",iki,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,suggests a cutting motion).,syllable ta,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"you (singular, as obj ect). vukei iko help you. au na qai solia vei iko. i will then give it to you. ocei? o iko (or) ko iko. who? you.",iko,parse_gatty_basic+invert,has_question;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. mirror, glass. mata iloilo spectacles, glasses. vaka-rai-ta-iloilo n. imagination. vaka-rai-tailoilo-taka v. to imagine it. the only kind of mirror known in fiji was a reflection in clear pool of water. such a mirror gives rise to the name of ratu sir joseva iloilo (he told me) from his mother ’s use of such a natural mirror on taveuni.",iloilo,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"v. look at, through something transparent (glasses, diving goggles, translucent or reflective like a mirror). by ext. have an x-ray image taken, usually of some part of the human body. see tirova. also see irova v. to peep. inisua, inisuataka (eng.) v. to insure (in a commercial sense).",ilova,parse_gatty_basic+invert,has_see;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"yes. traditionally, fij ians answered questions with strict logic, as in “aren ’t you going to town?”",io,parse_gatty_basic+invert,has_question;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"with a “yes”, meaning “yes, i am not going to town .” today usage is confusing. only",responding,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"village fij ians can be relied upon to retain the correct fij ian logic. often, instead of",conservative,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"a verbal answer “yes”, fij ians will raise their brow slightly (deguvacu), or they may simply",giving,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"agreement. instead of saying “no” in declining a request, a fijian may remain silent. in effect, a silent response means “no”. it might be considered impolite to say “no”. a negative",raise the chin to indicate,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"may be indicated by a slight sideways movement of the head. vaka-io v. to say “yes”, to approve, to agree. syn. (tonga) ’io.",response,parse_gatty_basic+invert,has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,(eng.) ink.,iqi,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,pronoun: them (many). o ira kece all of them. ira na tamata the people. idiom: ira vata they are all the same.,ira,parse_gatty_basic+invert,has_idiom;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,them (few).,iratou,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. fan. iri ni buka fan for fanning fire. iri livaliva (or) iri ni cagi electric fan . iri batabata air conditioner. iri buli hand-held traditional fan of woven pandanus leaf, notably from daku, tailevu.",iri,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,ni meke hand-held fans used in exhibition dances meke. l iga i iri were warriors who carried a,iri,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"fan in battle confrontations as an indication of fearlessness and display of confidence. (ligairi has also become a distinguished family name from village nabalebale, wailevu, vanua levu.) iri, iriva, irivaka v. mo irivi au mada please fan me. me irivi na kakana. fan the food (usually to disperse flies). irivaka na buka fan the fire. dau ni iri trad. person who fans the chief. iro, irova v. to peer, peep, take a look at (or) vakairoiro to keep peering, usually quietly, even secretly .",large,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"""peeping tom"", syn. tokalulu, (macuata) va ’alalagi. isa! (or) isalei! cry of regret, sorrow. isalei is the name of fij i's popular song of farewell. that melody and original words were actually tongan and not at all ancient but has become an icon of fijian culture with words adapted into a fij ian context. i’saka! formal form of address, used at the beginning of a letter, respectfully to draw the attention of the reader. the equiv. of “dear sir” or “dear madame”. may also be used in speech, similarly, respectfully to draw the attention of a listener. saka sir (or) madam.",dau iro,parse_gatty_basic+invert,has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"(eng.) n. yeast. early fijians had no leavened bakery products and no baking flour. isi, isia n. tear off, as of twig, flower, piece of bread, newspaper, piece of cloth, to split pandanus leaf for weaving.",isi,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,eng. israel. this is also used as a man ’s name sireli.,isireli,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n., adj . east. colo isiti colo east, a former province in the eastern highlands of viti levu island. there is a very proud tradition to this area and its people.",isiti,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. very near miss, as with something thrown. syn. oisou.",isou,parse_gatty_basic+invert,has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"(archaic, eng.) agent, commercial agent.",itini,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,". n. polynesian chestnut, inocarpus edulis (or) i. fagiferus, caesalpinaceae. the fruit is a cooked, nutty",ivi,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"eaten in some areas, notably on beqa island, and sold at the public markets. tiny white fragrant flowers, fruits heavily around april, may, june, nuts eaten boiled, grilled, or made into a form",starch-food,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,after grating. the heavily buttressed tree grows rapidly in damp areas and can reach giant size. the thin buttresses formerly served as an improvised drum for communicating at a distance. ivi,of pudding,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"grated ivi. mainly a coastal tree, widely known, often by similar names, throughout the south pacific. there are many different varieties. excellent firewood. various puddings of ivi include sikovoro, koko, soloi, bila. tender leaves are also edible. syn. (polyn.) if i, ihi, i ’i. idiom: vakaruku ni ivi. shelter under an ivi tree, i.e., having sheltered where the rain leaks through. ivi . n . kidney. ivi qaqa. padlock. the letter j does not occur in mainland fij ian speech except in adaptions of english words, or in words",solo,parse_gatty_basic+invert,has_idiom;has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,and kadavu where tongan influence is strong. it often replaces the standard letter,of the people from lau,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"as in ij itoko for ititoko, walking stick. in a person ’s name such as jemesa, for james, the intitial j may",t,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"way to an s as in semesa. the letter j appears in some speech of the navosa highlands that were penetrated by early tongans; the tongan ‘ikai for no or not becomes j ikai. . . . j a single letter, and thus a sound, appended to any or all fijian words or names by youngsters",give,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"to carry on a strange, childish language that they think is cute. it can be difficult to understand their speech. it is even harder to speak it. one might presume this silly fad will pass.",affecting,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. (eng.) “jumper”, as in isulu and j aba, formal cotton dress of fijian women. the isulu extends",jaba,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"ankles. the j aba is a sort of bodice on upper body, from the neck down to the thighs, or to the knees, or further down, outside the sulu. this form of dress was imposed by missionaries.",from waist to,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"(eng.) champion, usually in sports.",jabeni,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n., adj . immigrants from tonga, specialised boat-builders who settled mostly at fulaga. they built the famous drua named ratu finau, its hull (kata) . meters long, -.",jafau,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
