domain,subdomain,source_id,source_doc,source_lang,target_lang,direction,source_text,target_text
medical,medical_misc,medical|medical_misc|661c072bc2a1,ocr_txt_bundle::medical_misc,en,fj,en->fj,Information helps families prepare.,Na itukutuku e vukea na vuvale me vaka-kira ka vakavakarau.
medical,dementia_support,medical|dementia_support|301d41cfa3bf,ocr_txt_bundle::dementia_support,en,fj,en->fj,Brain changes worsen dementia over time.,Na veisau ena mona e vakalevutaka na dementia ni sa toso na gauna.
medical,medical_misc,medical|medical_misc|cad847c51a5e,ocr_txt_bundle::medical_misc,en,fj,en->fj,Testing pregnant women is important.,E bibi na kena vakatovotovotaki o ira na marama bukete.
medical,medical_misc,medical|medical_misc|b254909097bc,ocr_txt_bundle::medical_misc,en,fj,en->fj,Most mild cases recover without hospitalisation.,E levu na tauvimate lailai era na bula vinaka ga e vale ka sega ni gadreva na valenibula.
medical,medical_misc,medical|medical_misc|6e051de55bbf,ocr_txt_bundle::medical_misc,en,fj,en->fj,Stay away from crowded areas.,Kakua ni gole ki na vanua era le levu kina na lewenivanua.
medical,medical_misc,medical|medical_misc|6e15bd2b462b,ocr_txt_bundle::medical_misc,en,fj,en->fj,Do not share utensils.,Kakua ni wasea na iyaya ni kana kei ira na tani.
medical,medical_misc,medical|medical_misc|d588f4b901ef,ocr_txt_bundle::medical_misc,en,fj,en->fj,Disinfect surfaces regularly.,Vakasavasavataka wasoma na vanua e dau tara vakalewelevu.
medical,medical_misc,medical|medical_misc|dc919b36250d,ocr_txt_bundle::medical_misc,en,fj,en->fj,Drink plenty of fluids.,Gunuva na wai me levu ena veisiga.
medical,medical_misc,medical|medical_misc|12d3d521412f,ocr_txt_bundle::medical_misc,en,fj,en->fj,Seek help if symptoms persist.,Qarai veivuke kevaka e sega ni yali na ivakatakilakila.
medical,medical_misc,medical|medical_misc|1c4f8d4f94f1,ocr_txt_bundle::medical_misc,en,fj,en->fj,Follow medical advice and isolate at home. (sample 1),Muria na ivakasala vakavuniwai ka tiko vakatikitiki e vale. (ivakaraitaki 1)
