domain,direction,sentence_type_fine,source_id,source_doc,source_text,ref,chatgpt,gemini,google_translate,microsoft_translate,notes
definition,en->fj,example,definition|000208,definition.xlsx::Sheet1,cards (deck of),imau,kada (na o),qaqa ni kadi,kadi (deki ni),kadi (deck ni),
definition,en->fj,example,definition|000003,definition.xlsx::Sheet1,honorific prefix (woman),adi,gagana mataka (fameri),Adi,ivakamacala vakaturaga (yalewa),itekivu dokai (yalewa),
definition,en->fj,example,definition|000001,definition.xlsx::Sheet1,marker for common nouns,a,marker ni na i nomu vulavula,ivakatakilakila ni yaca dina,maka me baleta na yaca raraba,ivakatakilakila ni yaca kilai levu,
definition,en->fj,example,definition|000583,definition.xlsx::Sheet1,fish with line,siwa,ika vata,Ika kei na wa,ika kei na laini .,ika kei na laini,
definition,en->fj,example,definition|000554,definition.xlsx::Sheet1,"path, track, road","sala, gaunisala","dalan, teveni, i rori","sala, gaunisala","camino, pista, camino","sala, sala, gaunisala",
definition,en->fj,example,definition|000117,definition.xlsx::Sheet1,"true, genuine, sincere",dina,"dau, totoka, dina",dina,"dina, dina, yalodina","dina, dina, yalodina",
definition,en->fj,example,definition|000590,definition.xlsx::Sheet1,apology (ceremonial act of),soro,veita (ceremonial act ni),isoro,kere veivosoti (cakacaka vakalotu ni),kere veivosoti (cakacaka ni soqo ni),
definition,en->fj,headword,definition|000818,definition.xlsx::Sheet1,blanket,vulaqeti,baki,iubi,isulu,itutuvi,
definition,en->fj,headword,definition|000175,definition.xlsx::Sheet1,drink,gunu,inu,gunu,gunu,gunu,
definition,en->fj,headword,definition|000777,definition.xlsx::Sheet1,better,vinaka (cake),vinaka,Vinaka cake,vinaka cake,vinaka cake,
definition,en->fj,headword,definition|000727,definition.xlsx::Sheet1,english,vaka-valagi,i-Taukei,Inglisi,Vosa vakavalagi,Vakavalagi,
definition,en->fj,headword,definition|000513,definition.xlsx::Sheet1,school teacher,qase ni vuli,qasenikila,qasenivuli,qasenivuli ni koronivuli,qasenivuli ni koronivuli,
definition,en->fj,headword,definition|000188,definition.xlsx::Sheet1,below,i ra,i lalo,e ra,e ra,e ra,
definition,en->fj,headword,definition|000076,definition.xlsx::Sheet1,abhorrent,ca-ti,tekaivonu,vakasisila,vakasisila,vakasisila,
definition,en->fj,headword,definition|000138,definition.xlsx::Sheet1,yellow,dromodromo,mellow,dromodromo,dromodromo,dromodromo,
definition,en->fj,headword,definition|000778,definition.xlsx::Sheet1,best,vinaka duadua,kece,vinaka sara,vinaka duadua,vinaka duadua,
definition,en->fj,headword,definition|000812,definition.xlsx::Sheet1,abet,vuke-a,bula,vakayarayara,veitokoni,Abet,
definition,en->fj,headword,definition|000231,definition.xlsx::Sheet1,baggage,iyaya,muamua,iyaya,icolacola,iYaya,
definition,en->fj,headword,definition|000288,definition.xlsx::Sheet1,advantage,kena vinaka,bula,yaga,yaga,yaga,
definition,en->fj,headword,definition|000116,definition.xlsx::Sheet1,genuine,dina,nai matua,dina,dina,dina,
definition,en->fj,headword,definition|000449,definition.xlsx::Sheet1,when?,naica,nai?,nær?,gauna cava?,Na gauna cava?,
definition,en->fj,headword,definition|000444,definition.xlsx::Sheet1,the,"na, a",na,,na,na,
definition,en->fj,headword,definition|000653,definition.xlsx::Sheet1,aunt,tina-levu,māmā,gane,tinaqu,nei,
definition,en->fj,headword,definition|000373,definition.xlsx::Sheet1,son's daughter,makubuqu yalewa,matanilotu ni son,makubuna alewa,luvena yalewa,luvena yalewa na luvena tagane,
definition,en->fj,headword,definition|000673,definition.xlsx::Sheet1,tell,tukuna,vakavina,tukuna,tukuna,tukuna,
definition,en->fj,headword,definition|000509,definition.xlsx::Sheet1,swim,qalo,simi,qalo,qalo,qalo,
definition,en->fj,headword,definition|000838,definition.xlsx::Sheet1,count,wilika,tobu,wilika,wili,iwiliwili,
definition,fj->en,example,definition|000181,definition.xlsx::Sheet1,"i cake, i dela",above,"I cake, I share.",Bottoms up!,"above, above","above, above",
definition,fj->en,example,definition|000185,definition.xlsx::Sheet1,i loma ni... kei...,between,in the middle of... and...,inside of the... and...,inside... and.,Inside... and...,
definition,fj->en,example,definition|000852,definition.xlsx::Sheet1,"yalo vinaka, beka, mada",please,"Thank you, but, just.","Please, perhaps, just","good heart, maybe, please","Please, maybe, please.",
definition,fj->en,example,definition|000564,definition.xlsx::Sheet1,se qai vuli,beginner,it is time to learn,Just started school,just learned,Still in school,
definition,fj->en,example,definition|000152,definition.xlsx::Sheet1,e dua na,"a, an",it is two,One,is a,a,
definition,fj->en,example,definition|000293,definition.xlsx::Sheet1,"keri, kea , oya, oqori",there,"keri, kea, oya, oqori","dig, care, that, that one","dig, there , that, that","hey, there, that, that's",
definition,fj->en,example,definition|000203,definition.xlsx::Sheet1,"iko, drau, dou, onε, nε",you,"I, you, he, we, they","you, you (two), you (all), onε, nε","you, you, you, onε, nε","you, hundred, dou, onε, nε",
definition,fj->en,example,definition|000392,definition.xlsx::Sheet1,mata ni vanua,herald,the eye of the land,Spokesperson,country representative,Embassy,
definition,fj->en,example,definition|000303,definition.xlsx::Sheet1,koro ni vuli,school,we are learning,Village school,school,Schools,
definition,fj->en,example,definition|000106,definition.xlsx::Sheet1,"dau, tu ga",always,"Hey, what's up?",Still there.,"always, just","well, always",
definition,fj->en,example,definition|000735,definition.xlsx::Sheet1,vale ni lotu,church,thank you for the prayer,church,church building,Chapel,
definition,fj->en,example,definition|000161,definition.xlsx::Sheet1,"ga, dua.dua, wale ga",only,"Yes, two, let's go.","Only individually, only.","only, one.one, only","one, one.one, free",
definition,fj->en,example,definition|000513,definition.xlsx::Sheet1,qase ni vuli,school teacher,The time of learning,School principal,teacher,Faculty,
definition,fj->en,example,definition|000481,definition.xlsx::Sheet1,noqu veitabuki yalewa,wife's brother's wife,my book is open,My sister,my girlfriend,My Daughter's Ordination,
definition,fj->en,example,definition|000186,definition.xlsx::Sheet1,i maliwa ni,among (things),it is difficult to,between the,between,In between,
definition,fj->en,example,definition|000264,definition.xlsx::Sheet1,"kato, taga, beki",bag,"kato, taga, beki","bag, pocket, back","box, bag, backpack","bags, bags, bags",
definition,fj->en,example,definition|000480,definition.xlsx::Sheet1,noqu veitabuki tagane,husband's sister's husband,my signature book,my sworn brother,my boyfriend,My Boyhood,
definition,fj->en,example,definition|000443,definition.xlsx::Sheet1,na cava oqo,what is this,What is this?,What is this?,what is this,What is this?,
definition,fj->en,example,definition|000096,definition.xlsx::Sheet1,"daku, i muri",back,"big, later","Back, behind","back, back","back, back",
definition,fj->en,example,definition|000738,definition.xlsx::Sheet1,vale ni yaqona,bar,the drink of kava,Kava house,liquor house,Arsenal,
definition,fj->en,headword,definition|000627,definition.xlsx::Sheet1,tau,fall (rain),sister,Kava,people,anchor,
definition,fj->en,headword,definition|000156,definition.xlsx::Sheet1,era,rd person plural,era,they,are,Squirrels,
definition,fj->en,headword,definition|000543,definition.xlsx::Sheet1,rua,two,two,two,two,two,
definition,fj->en,headword,definition|000581,definition.xlsx::Sheet1,sitoa,shop,sitoa,store,store,shop,
definition,fj->en,headword,definition|000604,definition.xlsx::Sheet1,taci-,brother,tacit,Shut up!,it doesn't-,taci-,
definition,fj->en,headword,definition|000053,definition.xlsx::Sheet1,buka,fire,open,firewood,book,fire,
definition,fj->en,headword,definition|000656,definition.xlsx::Sheet1,toa,chicken,toilet,chicken,chicken,shop,
definition,fj->en,headword,definition|000003,definition.xlsx::Sheet1,adi,honorific prefix (woman),father,Lady,how much,Adi,
definition,fj->en,headword,definition|000772,definition.xlsx::Sheet1,via,want to,way,via,via,via,
definition,fj->en,headword,definition|000603,definition.xlsx::Sheet1,tabua,whaleæs tooth,tablet,Whale's tooth,taboo,Taboo,
definition,fj->en,headword,definition|000352,definition.xlsx::Sheet1,luve-,child (offspring),luve-,child,son-,Luve-,
definition,fj->en,headword,definition|000536,definition.xlsx::Sheet1,rawa.rawa,easy,rawa.rawa,Easy.,convenient,resource.resource,
definition,fj->en,headword,definition|000076,definition.xlsx::Sheet1,ca-ti,abhorrent,It.,to hate,ca-ti,ca-ti,
definition,fj->en,headword,definition|000791,definition.xlsx::Sheet1,voleka,near,skeleton,near,almost,close,
definition,fj->en,headword,definition|000699,definition.xlsx::Sheet1,vaka totolo,quickly,wake up,Quickly,like fast,Fast forward,
definition,fj->en,headword,definition|000354,definition.xlsx::Sheet1,luvequ tagane,sister's son,we are lucky,My son,my son,My Son,
definition,fj->en,headword,definition|000794,definition.xlsx::Sheet1,vonu,turtle,swim,turtle,vonu,Squirt,
definition,fj->en,headword,definition|000722,definition.xlsx::Sheet1,vakamadua-taka,abash,to be guided,embarrass,embarrassing,embarrassed,
definition,fj->en,headword,definition|000629,definition.xlsx::Sheet1,tau.tau.vata,even,tau.tau.vata,level together,same,number.year.with,
definition,fj->en,headword,definition|000097,definition.xlsx::Sheet1,daliga,ear,poor,ear,ear,Ears,
dictionary,fj->en,statement,dictionary|dictionary_parallel_fj2en|0006067,Fijian-English_Dictionary.txt,leaves,"as an excellent, durable thatch. no one makes a sage starch powder, or pudding, as in done in",leaves,leaves,leaves,leaves,
dictionary,fj->en,statement,dictionary|dictionary_parallel_fj2en|0005071,Fijian-English_Dictionary.txt,regular visitors,"to a verandah. often flies in flocks. the grey-backed white eye has a more distinct yellow breast and underparts. qiqi, qiqica v. to roll (ball, metal drum, boat on rollers). qiqica na taya to roll the tyre (as children might do). fijians had no concept of wheels. idiom: qiqi cabe to move by rolling over in pretended sleep, with the purpose of making love to someone",regular visitors,regular visitors,regular visitors,Regular Visitors,
dictionary,fj->en,statement,dictionary|dictionary_parallel_fj2en|0007272,Fijian-English_Dictionary.txt,veitube,"(archaic) n., v. formal marriage, to marry. this is an old, properly traditional word used mostly",screaming,YouTube,tubes,Tubes,
dictionary,fj->en,statement,dictionary|dictionary_parallel_fj2en|0002781,Fijian-English_Dictionary.txt,kavitu,"as in lotu kavitu, an american christian sect, seventh day adventists, that retains saturday as",classic,poem,seventh,seventh,
dictionary,fj->en,statement,dictionary|dictionary_parallel_fj2en|0000189,Fijian-English_Dictionary.txt,gaunisala,the branch in the road (where it divides). na veibasoga ni kawa n. the division of kinship lineage. syn. basaga.,excuse me,road,track,Roads,
dictionary,fj->en,statement,dictionary|dictionary_parallel_fj2en|0005282,Fijian-English_Dictionary.txt,vakararavi,"adj . dependent. vakararavi vei au dependent on me, trusting in me to take care of (person).",emergency,depend on,rely,dependency,
dictionary,fj->en,statement,dictionary|dictionary_parallel_fj2en|0000976,Fijian-English_Dictionary.txt,during,"the latter half of the hurricane season (roughly november through april). the wind is thought to be related to some dry skin conditions, and a chapping of the lips.",during,during,during,during,
dictionary,fj->en,statement,dictionary|dictionary_parallel_fj2en|0008403,Fijian-English_Dictionary.txt,waboraki,"v. side-swipe, as with a “haymaker” punch.",diligent,waboraki,we didn't,waboraki,
dictionary,fj->en,statement,dictionary|dictionary_parallel_fj2en|0005759,Fijian-English_Dictionary.txt,sausau vuki,"v. to flip over, tumble over.",the call of the wild,turn back,turned sausage,Flip,
dictionary,fj->en,statement,dictionary|dictionary_parallel_fj2en|0005105,Fijian-English_Dictionary.txt,mean,"“that ’s it !”, “right, you are correct”, “you got what you deserved !” (implying the person was warned). qori gona na vuna! there, that is thus the cause ! qori kina! idiom : there !, that’s what you deserve ! qoro, qoroya (or) qorotaka v. to be amazed at (something), to admire greatly ., to stare at and marvel at.",mean,mean,mean,red,
dictionary,fj->en,statement,dictionary|dictionary_parallel_fj2en|0008688,Fijian-English_Dictionary.txt,yaka,"n. forest tree to meters, dacrydium nidulum, podocarpaceae, a gymnosperm, branching only at",bowl,Ginger,built,yaka,
dictionary,fj->en,statement,dictionary|dictionary_parallel_fj2en|0002736,Fijian-English_Dictionary.txt,kaunitoni,"n. legendary ship of immigrant lutunasobasoba and degei, probably in s, settling at vuda, then with some of those of this so-called “first landing”, moving on to nakauvadra. these immigrants arrived long after the much earlier, more melanesian settlers.",my beautiful,Kaunitoni,county,Compton,
dictionary,fj->en,statement,dictionary|dictionary_parallel_fj2en|0001486,Fijian-English_Dictionary.txt,didi,very low tide. di caracara na mati very low tide. sa lala didi na vale. the house is completely empty. didi (or) didivara deaf.,didi,Run,didi,Didi,
dictionary,fj->en,statement,dictionary|dictionary_parallel_fj2en|0007681,Fijian-English_Dictionary.txt,vaka-sisila,"adj . despicable, disgusting, disreputable, usually of behaviour",wake-sleep,myna-like,disgusting,Sci-Fi,
dictionary,fj->en,statement,dictionary|dictionary_parallel_fj2en|0002182,Fijian-English_Dictionary.txt,idini,(eng.) n. engine. idini cavu outboard motor. punts with outboard engines have replaced the sailing,peace,engine,engine,Engine,
dictionary,fj->en,statement,dictionary|dictionary_parallel_fj2en|0004823,Fijian-English_Dictionary.txt,paodi,n. (eng.) pound (weight or brtish money).,frozen,powder,feet,Düsseldorf,
dictionary,fj->en,statement,dictionary|dictionary_parallel_fj2en|0000789,Fijian-English_Dictionary.txt,cagau,"n. internode (of plant stem, as in bamboo), a space between two or more objects (such as the nodes of a plant-stem). see tagau, togo-na.",obstinate,to fall,do,Squirt,
dictionary,fj->en,statement,dictionary|dictionary_parallel_fj2en|0000349,Fijian-English_Dictionary.txt,root-word,used to express heaviness or importance. (see the following words and expressions.) ena,root-word,root-word,root-word,root word,
dictionary,fj->en,statement,dictionary|dictionary_parallel_fj2en|0004080,Fijian-English_Dictionary.txt,matalila,"thin-faced, haggard..",fluttering,thin,sunshine,Stuart,
dictionary,fj->en,statement,dictionary|dictionary_parallel_fj2en|0001028,Fijian-English_Dictionary.txt,cilo,"n. (medical) blood in the faeces. cilu, ciluma . v. to pick at, remove one or a few things from inside a pile of them, ""fish around"" for something selectively. syn. (slang., eng.) samarini. cilu, ciluma . v. of birds, bats, to peck at, maturing fruit for example. cina, cinava v. to illuminate, cast light on, usually by lamplight or torch. cina lamp, torch. cina livaliva",Cilo,dawn,tomorrow,cilo,
idiom,fj->en,idiom_literal,idiom|idioms|000040|literal,Fijian Idioms - Copy.txt,Sa dre ko Malolo,"[Literal Translation:Malolo is pulling or The sun is setting. (Malolo Island is in the west of Vitilevu Island, off the coast of Nadi).] [Meaning: It may mean that something is coming to an end. It can also mean that time is being wasted in idleness]",I am going to Malolo.,Malolo sank,It's hard to rest,"On the other hand, I'm going to take a break",
idiom,fj->en,idiom_literal,idiom|idioms|000040|literal,Fijian Idioms - Copy.txt,solia na kesuna,[Literal Translation:to turn ones back (in disdain)] [Meaning:To reject an approach or request.],I was lost.,Give his/her box,give the case,give the case,
idiom,fj->en,idiom_literal,idiom|idioms|000035|literal,Fijian Idioms - Copy.txt,kasivita na vale,[Literal Translation:to spit (or simulate) spitting on the house. ] [Meaning:This refers to celebrating the completion of a newly constructed home. This is usually fun filled kava drinking with the home owner as host. The celebration is called ikasiviti ni vale],house and home,Visit the house,spit out the house,spit on the house,
idiom,fj->en,idiom_literal,idiom|idioms|000040|literal,Fijian Idioms - Copy.txt,sa na siri na duamu,[Literal Translation:your legs will get knocked out from under you.] [Meaning: Usually said to a man attracted to a girl that he will fall hopelessly in love.],in the light of the sun,Will wipe your face.,you're going to have a secret,The two of them will be stunned.,
idiom,fj->en,idiom_literal,idiom|idioms|000040|literal,Fijian Idioms - Copy.txt,vakaseuta na bure ni kadi,[Literal Translation:to scratch into an ants nest] [Meaning:to stir up trouble.],The roof of the house is leaking.,Stir up the house of cards,send card bureau,the one who started a game is asking to stop it,
idiom,fj->en,idiom_literal,idiom|idioms|000040|literal,Fijian Idioms - Copy.txt,tara-koro,"[Literal Translation:to build/touch village] [Meaning:To gossip together, as an informal group, about people, relatives, news from the villages (koro).]",wave crest,Building a village,city-building,squirrel,
idiom,fj->en,idiom_literal,idiom|idioms|000038|literal,Fijian Idioms - Copy.txt,kena na isamu ni dawa,[Literal Translation:S/he has been struck by the projectile] [Meaning:that someone has suffered from someone else’s actions. .],the medicine is not good,The nail of the dawa,that's the answer,The Cost of Drinking,
idiom,fj->en,idiom_literal,idiom|idioms|000040|literal,Fijian Idioms - Copy.txt,talai vakatoa,"[Literal Translation:sent on an errand like a chicken. ] [Meaning:Usually said in reference to a child who is slow and unreliable when sent on an errand. (Like a chicken, the child is diverted, losing track of the purpose of the mission.)]",holy spirit,Sent to be butchered,totally sent,someone sent to run an errand who gets distracted by something else and does not complete the errand or takes a long time to do so,
idiom,fj->en,idiom_literal,idiom|idioms|000013|literal,Fijian Idioms - Copy.txt,dau gasa yawa,"[Literal Translation:always wanting something that is inaccessible. ] [Meaning:This is often said of an individual who stays away from home, feeling more comfortable elsewhere]",a lot of gas,Always competes far.,distance race,Far Away Gossip,
idiom,fj->en,idiom_literal,idiom|idioms|000037|literal,Fijian Idioms - Copy.txt,"kemu isau, sa vuni tu",[Literal Translation:your reward remains concealed] [Meaning:Your reward (success) will come in time.],"certainly, I will help you",Your price is hidden,"your answer, it's hidden","Your answer, it's hidden",
idiom,fj->en,idiom_literal,idiom|idioms|000040|literal,Fijian Idioms - Copy.txt,Maqa na leqa! Sa matua na raisi,[Literal Translation:There is no problem! There is rice at hand. It implies that we should not be worried. Everything is okay] [Meaning:],No worries! It's just rice.,No worries! The rice is cooked.,Maqa and the problem! The rice is ripe,Trouble solved! The rice is ripe,
idiom,fj->en,idiom_literal,idiom|idioms|000015|literal,Fijian Idioms - Copy.txt,dramica na vusi,"[Literal Translation:The cat licked it up] [Meaning:that some food or item is so relished / desirable that it disappeared quickly, or something has been stolen secretly.]",dramatic in sounds,Spicy goat,drama and sweat,Lick the Flu,
idiom,fj->en,idiom_literal,idiom|idioms|000040|literal,Fijian Idioms - Copy.txt,tagitagica na yaloka ni mata ni vonu,"[Literal Translation:to cry for/like the eyes of a turtle. (When caught and beached the turtles eyes exude tears, appearing to cry. Those tears are in vain.)] [Meaning:This applies to someone who yearns for what is impossible.]",the price of a fish in the market,The colorful tortoiseshell egg.,cry with the eyes of the vonu,desiring the impossible,
idiom,fj->en,idiom_literal,idiom|idioms|000040|literal,Fijian Idioms - Copy.txt,solisoli vakatoa,"[Literal Translation:give like a rooster (who offers the female some food in the beak and then grabs it back}] [Meaning:Giving and then taking back,]",the sun shines,bribe,total supply,Giving Up All,
idiom,fj->en,idiom_literal,idiom|idioms|000034|literal,Fijian Idioms - Copy.txt,kana yava ni toa,"[Literal Translation:to eat chicken feet] [Meaning:Your authority is effective in your territory (Vanua), but is irrelevant here in this territory. Each can be a chief in his own land. U 1. were ubiubi Literally translated as “to fake the work of cutting grass, weeds, by just knocking vegetation down to lie against the ground.” Meaning: To pretend to work. This idiom may imply that someone is not telling the whole story, that they are concealing some truth. 2. Sega ni ura me sa tei damu . Literally translated as “no prawn just turns red (unless someone has cooked it.” Meaning: Where there is smoke there is fire. The truth will come out. There must be a cause for something to happen, and the truth will be known. V and Y 1. vaka e vidi na ura Literally translated as “like a prawn springing into action.” Meaning: It conveys the notion of something that jumps suddenly into action, as the prawn does. 2. Sa viritaki na kena vatu . Literally translated as “a stone has already been thrown at it.” | It is already decisively rejected. Can also mean that the decision has been made to quit something, such as a game. A child may spit on a stone and throw the stone into the bushes to indicate that he is quitting a game. The notion is that if you found the stone he would be forced to stay 3. veivunauci vaka i Ra kasala . Literally translated as “to give advice as a kasala fish does” Meaning: You are good at giving advice but failing to follow that advice yourself. 4. Sa suasua na yavamu . Literally translated as “Your legs are still wet” This implies that you are new to this place, having just arrived ashore. You are a newcomer here and should not speak with assurance. 6. Yavita dole na mataisau Literally translated as “to club the carpenter prematurely.” | To judge a job prematurely before the work has been completed.]",way to the ocean,Eat the chicken's leg.,eat chicken legs,one who is always moving from place to place,
idiom,fj->en,idiom_literal,idiom|idioms|000016|literal,Fijian Idioms - Copy.txt,"Dromu na vula, dromu vata kei na kena kalokalo","[Literal Translation:The moon sets and its star sets with it] [Meaning:that the death of one individual can quickly bring on the death of a spouse, close relative or associate.]","Run in the rain, run together with the joy.","The moon sets, setting along with its stars","The moon sets, sets with its stars",Dynamic duo,
idiom,fj->en,idiom_literal,idiom|idioms|000040|literal,Fijian Idioms - Copy.txt,tala or tala simede,[Literal Translation:to unload cement] [Meaning:It may refer to having sex after long abstinence. (b) vaqara tala Literally translated as to go and unload. Meaning: To look for sexual opportunities. (c) Me laki rawataki ikeri na nomu tala? You are going to try your luck there at having sex?],speak or speak simply,to order or to order cement,concrete floor or floor,Logs or Logs,
idiom,fj->en,idiom_literal,idiom|idioms|000017|literal,Fijian Idioms - Copy.txt,Dua mai keri!,"[Literal Translation:Your turn! (to speak, tell a story, entertain the group). ] [Meaning:This is said by someone, in a pleasant tone, who has just finished telling a yarn]",Come here!,Oh my goodness!,Two from here!,Someone here!,
idiom,fj->en,idiom_literal,idiom|idioms|000036|literal,Fijian Idioms - Copy.txt,katakata vakurokava,"[Literal Translation:like a tin pot that heats up quickly (and then cools off very quickly too) quickly] [Meaning: It refers to a persons temperament becoming quickly hot then quickly cold. People may start off some activity with great enthusiasm, but may lose interest]",reliable statement,Scorching hot,warm temperature,Scorching heat,
idiom,fj->en,idiom_literal,idiom|idioms|000040|literal,Fijian Idioms - Copy.txt,waiwai dilo,[Literal Translation:dilo oil. (The dilo tree has nuts that is used for oil for body massage.)] [Meaning:to sweet-talk someone to get what is wanted.],suddenly go,dilo oil,petroleum products,oil dilo,
legal,en->fj,definition,constitution|1(3)(c),constitution - eng.txt,"the state and all persons holding public office must not prefer or advance, by any means, any particular religion, religious denomination, religious belief, or religious practice over another, or over any non-religious belief; and","na matanitu kei ira na kena vakailesilesi ni valenivolavola ni lewenivanua mera kua ni totaka e dua na matalotu, isoqosoqo lotu, se mata vakabauta, oka tale ga kina na vakabauta sega ni yavutaki vakalotu; ka","na state kei na veika kece e tauyavutaka na i valavala ni matanivale me kakua ni veitiu, se veivakalele, e na bilo e dua na lotu, matai ni lotu, ivakadinadina ni lotu, se ivakavakarau ni lotu mai na dua, se mai na dua na ivakavakarau ni veika e sega ni lotu; kei na","Na matanitu kei ira kece na dauveiqaravi ni matanitu e dodonu mera kakua ni digitaka se lavetaka, ena sala cava ga, e dua na lotu duadua ga, na soqosoqo lotu, na vakabauta vakalotu, se na ivalavala vakalotu, me uasivia e dua tale; se me uasivia na dua na vakabauta e sega ni vakalotu; ka","na matanitu kei ira kece era taura na itutu vakamatanitu me ra kakua ni vinakata se vakatorocaketaka, ena dua na sala, e dua na lotu, isoqosoqo vakalotu, vakabauta vakalotu, se ivalavala vakalotu mai na dua tale, se mai na dua na vakabauta sega ni lotu; kei","na matanitu kei ira kece era taura tu na itutu vakamatanitu me ra kakua ni digitaka se tosoya e dua na lotu, matalotu, vakabauta vakalotu, se ivalavala vakalotu mai na dua tale, se dua na vakabauta sega ni vakalotu; kei na",
legal,en->fj,definition,constitution|157(14)(b),constitution - eng.txt,"the word “includes” means “includes, but is not limited to”.",vosa na “okati” e vakaibalebale ena “okati ia e sega ni yalani na kena ibalebale”. ----------------------- page -----------------------,"na vosa ""vakava"" e vukivaki ""vakava, ia e sega ni daumaka me yacova"".","Na vosa “includes” e kena ibalebale ni oka vata, ia e sega ni yalani ga kina.","na vosa “okati kina” e kena ibalebale “okati kina, ia e sega ni yalani ga”.","Na vosa ""okati kina"" e kena ibalebale ""okati kina, ia e sega ni yalani ki"".",
legal,en->fj,definition,constitution|157(2)(h),constitution - eng.txt,an office established by written law; “public officer ” means the holder of a public office; “public service ” means the service of the state in a civil capacity but does not include—,valenivolavola e tauyavutaki ena lawa tabaki. “vakailesilesi ena valenivolavola ni lewenivanua” e vakaibalebale vua e dua e vakaitutu ena valenivolavola ni lewenivanua; “veiqaravi ni matanitu” e vakaibalebale ena veiqaravi ni matanitu vei ira na lewenivanua ka sega ni oka kina na—,sa ofisi e vakarautaki tiko ena lawa e volai; “dau ni veika e vakavunia na veikauyaki ni matanitu” e vulica na nona itavi; “seviseni ni matanitu” e vacava na veika e cakava na matanitu ena ivakarau ni lewenivanua ia e sega ni kauta tiko—,"na cakacaka e tauyavutaki ena lawa volai; ""dauveiqaravi ni matanitu"" e kenai balebale o koya e taura na cakacaka ni matanitu; ""veiqaravi ni matanitu"" e kenai balebale na veiqaravi ni matanitu ena ituvaki vakaitikotiko ia e sega ni okati kina—",e dua na valenivolavola e tauyavutaki ena lawa volai; “ovisa ni matanitu ” e kena ibalebale o koya e taukena e dua na itutu ni matanitu; “veiqaravi raraba ” e kena ibalebale na veiqaravi ni matanitu ena dua na itutu vakamatanitu ia e sega ni okati kina—,"e dua na valenivolavola e tauyavutaki ena lawa volai; ""vakailesilesi vakamatanitu "" kena ibalebale o koya e taura tu e dua na itutu vakamatanitu; "" veiqaravi raraba "" kena ibalebale na veiqaravi ni matanitu ena dua na itutu vakamatanitu ia e sega ni okati kina—",
